tick,flightState,filtered_altitude,filtered_acceleration
2465385,IDLE,-0.00527265,9.92652
2465398,IDLE,-0.00825141,9.92624
2465411,IDLE,-0.00970485,9.92631
2465424,IDLE,-0.0118977,9.92593
2465437,IDLE,-0.0155928,9.92557
2465450,IDLE,-0.0177537,9.92579
2465463,IDLE,-0.0206584,9.92592
2465476,IDLE,-0.0212512,9.92579
2465489,IDLE,-0.0218357,9.92599
2465502,IDLE,-0.0262003,9.92595
2465515,IDLE,-0.0259846,9.92548
2465528,IDLE,-0.0295685,9.92544
2465545,IDLE,-0.0300861,9.9256
2465558,IDLE,-0.0313606,9.92488
2465571,IDLE,-0.0326209,9.9246
2465588,IDLE,-0.0293374,9.92408
2465601,IDLE,-0.0374403,9.92382
2465614,IDLE,-0.036349,9.92416
2465628,IDLE,-0.0383669,9.92444
2465641,IDLE,-0.0395969,9.92445
2465654,IDLE,-0.0431244,9.92412
2465667,IDLE,-0.0450897,9.92373
2465680,IDLE,-0.0501332,9.92376
2465693,IDLE,-0.0520609,9.92359
2465706,IDLE,-0.0578879,9.9236
2465719,IDLE,-0.0573929,9.92382
2465744,IDLE,-0.0576913,9.92404
2465762,IDLE,-0.0587738,9.92351
2465776,IDLE,-0.0590572,9.92379
2465789,IDLE,-0.0577891,9.92347
2465802,IDLE,-0.059624,9.92309
2465815,IDLE,-0.0598971,9.923
2465828,IDLE,-0.0586365,9.92299
2465841,IDLE,-0.058915,9.92272
2465854,IDLE,-0.062225,9.92235
2465867,IDLE,-0.0601888,9.92236
2465880,IDLE,-0.0619798,9.92254
2465893,IDLE,-0.0584272,9.922
2465910,IDLE,-0.0602419,9.92159
2465927,IDLE,-0.0566854,9.92157
2465940,IDLE,-0.060065,9.9217
2465953,IDLE,-0.0642044,9.92187
2465970,IDLE,-0.0652272,9.92167
2465983,IDLE,-0.064682,9.92143
2465996,IDLE,-0.0672272,9.92065
2466009,IDLE,-0.0658936,9.92072
2466022,IDLE,-0.0653469,9.92122
2466037,IDLE,-0.0632737,9.92077
2466050,IDLE,-0.0658123,9.92054
2466063,IDLE,-0.0637311,9.92095
2466076,IDLE,-0.0647419,9.9205
2466089,IDLE,-0.06574,9.92041
2466102,IDLE,-0.0705247,9.92049
2466115,IDLE,-0.0707069,9.92018
2466128,IDLE,-0.0701255,9.91975
2466141,IDLE,-0.0718294,9.91969
2466154,IDLE,-0.0704835,9.91998
2466171,IDLE,-0.0714244,9.91958
2466184,IDLE,-0.0700912,9.91981
2466197,IDLE,-0.0687723,9.91934
2466210,IDLE,-0.0704641,9.91977
2466223,IDLE,-0.0743842,9.92016
2466236,IDLE,-0.0752908,9.92005
2466249,IDLE,-0.076934,9.91996
2466262,IDLE,-0.0763129,9.92021
2466275,IDLE,-0.0779367,9.92039
2466288,IDLE,-0.0780536,9.92003
2466301,IDLE,-0.0796493,9.91991
2466314,IDLE,-0.0841792,9.92011
2466327,IDLE,-0.0849975,9.9199
2466353,IDLE,-0.0887727,9.92011
2466366,IDLE,-0.0887727,9.92041
2466383,IDLE,-0.0887727,9.92009
2466396,IDLE,-0.0887727,9.91978
2466409,IDLE,-0.0887727,9.91946
2466422,IDLE,-0.0887727,9.91937
2466435,IDLE,-0.0887727,9.91953
2466448,IDLE,-0.0887727,9.9193
2466462,IDLE,-0.0865586,9.91959
2466477,IDLE,-0.0836098,9.91935
2466490,IDLE,-0.0836819,9.91944
2466503,IDLE,-0.0837529,9.91973
2466520,IDLE,-0.0838228,9.91953
2466533,IDLE,-0.0831596,9.91935
2466546,IDLE,-0.085426,9.91931
2466559,IDLE,-0.0847525,9.91936
2466572,IDLE,-0.0833578,9.91918
2466589,IDLE,-0.0797957,9.91892
2466602,IDLE,-0.0776994,9.91881
2466615,IDLE,-0.0770861,9.91864
2466629,IDLE,-0.0786679,9.91864
2466642,IDLE,-0.0765921,9.91819
2466655,IDLE,-0.0723441,9.9184
2466668,IDLE,-0.0673501,9.91841
2466681,IDLE,-0.068295,9.9179
2466694,IDLE,-0.0670051,9.91761
2466707,IDLE,-0.06943,9.9178
2466720,IDLE,-0.0673884,9.9177
2466733,IDLE,-0.068329,9.91753
2466746,IDLE,-0.067785,9.91783
2466759,IDLE,-0.0701862,9.91805
2466776,IDLE,-0.0696293,9.91752
2466793,IDLE,-0.06908,9.9171
2466806,IDLE,-0.0678082,9.91662
2466819,IDLE,-0.0629131,9.91645
2466832,IDLE,-0.0638811,9.91643
2466845,IDLE,-0.0604427,9.91621
2466858,IDLE,-0.0584839,9.91574
2466871,IDLE,-0.0572797,9.91557
2466884,IDLE,-0.057559,9.91574
2466897,IDLE,-0.0592987,9.91573
2466912,IDLE,-0.0581003,9.91598
2466925,IDLE,-0.0561849,9.91618
2466942,IDLE,-0.055014,9.91573
2466959,IDLE,-0.0574871,9.91555
2466972,IDLE,-0.0504798,9.91526
2466985,IDLE,-0.0485843,9.915
2467002,IDLE,-0.0467044,9.91481
2467015,IDLE,-0.04484,9.91508
2467028,IDLE,-0.0489422,9.91539
2467041,IDLE,-0.0485468,9.91562
2467054,IDLE,-0.0496424,9.91529
2467067,IDLE,-0.0492453,9.91525
2467080,IDLE,-0.0444214,9.91502
2467093,IDLE,-0.0433158,9.91493
2467106,IDLE,-0.0459432,9.91479
2467119,IDLE,-0.0448261,9.91443
2467132,IDLE,-0.0474398,9.91451
2467145,IDLE,-0.0500396,9.91466
2467158,IDLE,-0.0488873,9.9145
2467171,IDLE,-0.0484949,9.91423
2467184,IDLE,-0.05329,9.9135
2467201,IDLE,-0.0536066,9.91395
2467214,IDLE,-0.05541,9.91401
2467227,IDLE,-0.0579392,9.91418
2467240,IDLE,-0.0574739,9.91378
2467253,IDLE,-0.0533061,9.91351
2467266,IDLE,-0.0506284,9.91342
2467279,IDLE,-0.0509669,9.91372
2467292,IDLE,-0.0535361,9.91392
2467305,IDLE,-0.0553467,9.91369
2467318,IDLE,-0.0556457,9.91358
2467331,IDLE,-0.0537152,9.91358
2467346,IDLE,-0.0532862,9.91336
2467359,IDLE,-0.0550744,9.91333
2467372,IDLE,-0.0561056,9.9135
2467385,IDLE,-0.0549266,9.91385
2467402,IDLE,-0.052294,9.91399
2467415,IDLE,-0.051145,9.91408
2467428,IDLE,-0.0500086,9.91417
2467441,IDLE,-0.0496156,9.91402
2467467,IDLE,-0.0470486,9.91407
2467480,IDLE,-0.0470486,9.91414
2467493,IDLE,-0.0470486,9.91416
2467506,IDLE,-0.0470486,9.91417
2467519,IDLE,-0.0470486,9.91384
2467536,IDLE,-0.0470486,9.91404
2467549,IDLE,-0.0470486,9.91399
2467562,IDLE,-0.0470486,9.91418
2467576,IDLE,-0.04668,9.91471
2467589,IDLE,-0.0376419,9.91463
2467606,IDLE,-0.0358516,9.91448
2467619,IDLE,-0.0370556,9.91451
2467633,IDLE,-0.0367594,9.91432
2467646,IDLE,-0.0320449,9.91422
2467659,IDLE,-0.0332816,9.91456
2467672,IDLE,-0.0330151,9.91469
2467685,IDLE,-0.0305413,9.91461
2467698,IDLE,-0.0302979,9.91441
2467711,IDLE,-0.0278571,9.91421
2467724,IDLE,-0.023954,9.91447
2467737,IDLE,-0.0215382,9.9146
2467750,IDLE,-0.0198785,9.91489
2467763,IDLE,-0.0160039,9.91487
2467776,IDLE,-0.0151241,9.91475
2467795,IDLE,-0.0127688,9.91498
2467812,IDLE,-0.0104286,9.91519
2467825,IDLE,-0.00735396,9.91517
2467838,IDLE,-0.000532899,9.91508
2467851,IDLE,0.00253453,9.91497
2467864,IDLE,0.00790159,9.91504
2467877,IDLE,0.0101696,9.91518
2467890,IDLE,0.0170996,9.91515
2467903,IDLE,0.0121863,9.91506
2467916,IDLE,0.015289,9.915
2467929,IDLE,0.0167655,9.9151
2467942,IDLE,0.0166206,9.91522
2467959,IDLE,0.0172759,9.91548
2467976,IDLE,0.0147537,9.91532
2467989,IDLE,0.0170014,9.91504
2468002,IDLE,0.0184403,9.91503
2468019,IDLE,0.0246097,9.91542
2468032,IDLE,0.0276042,9.91559
2468045,IDLE,0.0281712,9.91573
2468058,IDLE,0.0271319,9.91569
2468101,IDLE,0.0284897,9.91558
2468114,IDLE,0.0306219,10.7929
2468127,IDLE,0.0367077,10.7205
2468140,IDLE,0.0363895,10.6498
2468153,IDLE,0.0408698,10.5844
2468166,IDLE,0.0461567,10.5279
2468179,IDLE,0.0465679,10.4824
2468192,IDLE,0.0485849,10.4402
2468205,IDLE,0.048162,10.4037
2468222,IDLE,0.0533647,10.3628
2468235,IDLE,0.0545198,10.3298
2468248,IDLE,0.0597023,10.3008
2468263,IDLE,0.0616229,10.2724
2468276,IDLE,0.0635236,10.2517
2468289,IDLE,0.0678514,10.2305
2468302,IDLE,0.072995,10.2098
2468315,IDLE,0.0764854,10.1878
2468328,IDLE,0.0782915,10.1714
2468341,IDLE,0.0817404,10.1544
2468354,IDLE,0.0868407,10.1413
2468367,IDLE,0.093621,10.1295
2468380,IDLE,0.0944667,10.1189
2468393,IDLE,0.0961456,10.11
2468406,IDLE,0.0995002,10.1004
2468423,IDLE,0.0985904,10.0918
2468436,IDLE,0.102759,10.0829
2468449,IDLE,0.109458,10.0742
2468462,IDLE,0.108442,10.0677
2468475,IDLE,0.102299,10.0602
2468488,IDLE,0.103942,10.0558
2468501,IDLE,0.104702,10.0498
2468514,IDLE,0.10545,10.0453
2468527,IDLE,0.10021,10.039
2468540,IDLE,0.10186,10.0355
2468553,IDLE,0.106931,10.0291
2468579,IDLE,0.110263,10.024
2468592,IDLE,0.110263,10.0204
2468605,IDLE,0.110263,10.0171
2468618,IDLE,0.110263,10.0138
2468635,IDLE,0.110263,10.0113
2468649,IDLE,0.110263,10.0091
2468662,IDLE,0.110263,10.0048
2468675,IDLE,0.110263,10.0014
2468689,IDLE,0.112708,9.99519
2468704,IDLE,0.111654,9.99442
2468717,IDLE,0.11321,9.99199
2468730,IDLE,0.115602,9.98917
2468743,IDLE,0.113677,9.9867
2468756,IDLE,0.111774,9.98488
2468773,IDLE,0.112457,9.98215
2468786,IDLE,0.11228,9.9802
2468799,IDLE,0.112949,9.97905
2468812,IDLE,0.102726,9.97651
2468829,IDLE,0.101774,9.97511
2468846,IDLE,0.0991326,9.97284
2468859,IDLE,0.0999333,9.97061
2468872,IDLE,0.10242,9.96814
2468885,IDLE,0.0989331,9.96616
2468898,IDLE,0.0954662,9.96421
2468911,IDLE,0.0945866,9.9625
2468924,IDLE,0.091169,9.9612
2468937,IDLE,0.0928954,9.96096
2468950,IDLE,0.0894927,9.96126
2468963,IDLE,0.080142,9.95956
2468976,IDLE,0.0802632,9.95839
2468993,IDLE,0.0760536,9.95689
2469015,IDLE,0.0753403,9.95634
2469028,IDLE,0.0720438,9.95541
2469041,IDLE,0.0713712,9.95418
2469058,IDLE,0.0655437,9.95435
2469071,IDLE,0.0675461,9.95419
2469084,IDLE,0.0643079,9.95245
2469097,IDLE,0.0645771,9.95266
2469110,IDLE,0.0665713,9.95239
2469123,IDLE,0.0676796,9.95146
2469136,IDLE,0.0644846,9.95074
2469151,IDLE,0.0647486,9.95036
2469164,IDLE,0.0624576,9.95003
2469177,IDLE,0.058485,9.94954
2469190,IDLE,0.0605166,9.94859
2469203,IDLE,0.0573996,9.94788
2469216,IDLE,0.0560187,9.94707
2469229,IDLE,0.0521014,9.94614
2469242,IDLE,0.0490538,9.94539
2469259,IDLE,0.0460291,9.94497
2469272,IDLE,0.0464637,9.94447
2469285,IDLE,0.0392271,9.94357
2469298,IDLE,0.0362622,9.94323
2469311,IDLE,0.0376613,9.94287
2469324,IDLE,0.0381762,9.94262
2469337,IDLE,0.0361157,9.94278
2469350,IDLE,0.03664,9.94329
2469363,IDLE,0.0312089,9.94256
2469376,IDLE,0.0292104,9.9414
2469389,IDLE,0.033226,9.94071
2469402,IDLE,0.0355049,9.94029
2469415,IDLE,0.0351762,9.93951
2469428,IDLE,0.0374164,9.93915
2469441,IDLE,0.0396335,9.93883
2469458,IDLE,0.0418277,9.93849
2469471,IDLE,0.0431476,9.93764
2469484,IDLE,0.040216,9.93701
2469497,IDLE,0.0356089,9.93673
2469510,IDLE,0.0378474,9.93598
2469523,IDLE,0.0400628,9.93542
2469536,IDLE,0.0371401,9.93516
2469549,IDLE,0.0376534,9.93436
2469562,IDLE,0.0381583,9.93391
2469577,IDLE,0.0420189,9.93419
2469590,IDLE,0.0416366,9.93374
2469603,IDLE,0.0429404,9.93363
2469616,IDLE,0.0383775,9.93297
2469629,IDLE,0.0371917,9.93225
2469642,IDLE,0.0360221,9.93209
2469660,IDLE,0.0348685,9.93202
2469673,IDLE,0.0320688,9.93145
2469699,IDLE,0.0292901,9.93134
2469712,IDLE,0.0292901,9.93054
2469725,IDLE,0.0292901,9.93021
2469738,IDLE,0.0292901,9.93025
2469751,IDLE,0.0292901,9.93024
2469764,IDLE,0.0292901,9.93025
2469777,IDLE,0.0292901,9.92957
2469790,IDLE,0.0292901,9.92932
2469808,IDLE,0.0273704,9.92876
2469821,IDLE,0.0296207,9.92906
2469834,IDLE,0.0285294,9.92876
2469847,IDLE,0.0291028,9.92801
2469864,IDLE,0.0272116,9.92744
2469880,IDLE,0.0269717,9.92671
2469894,IDLE,0.0226719,9.92662
2469907,IDLE,0.0200174,9.92605
2469920,IDLE,0.0206615,9.92504
2469933,IDLE,0.0188583,9.92447
2469946,IDLE,0.0178839,9.92398
2469959,IDLE,0.0161175,9.92369
2469972,IDLE,0.0135574,9.92353
2469985,IDLE,0.0142485,9.92345
2469998,IDLE,0.0181417,9.92355
2470011,IDLE,0.0171792,9.92398
2470029,IDLE,0.0170305,9.92405
2470046,IDLE,0.0176829,9.92379
2470060,IDLE,0.0167425,9.92363
2470073,IDLE,0.0166003,9.92322
2470090,IDLE,0.0180279,9.92327
2470103,IDLE,0.0170992,9.92312
2470116,IDLE,0.0154089,9.9231
2470129,IDLE,0.0152803,9.92304
2470142,IDLE,0.0143874,9.92279
2470155,IDLE,0.013506,9.92274
2470168,IDLE,0.012636,9.92239
2470181,IDLE,0.0117772,9.92181
2470194,IDLE,0.00790445,9.92149
2470207,IDLE,0.00555803,9.92136
2470220,IDLE,0.00780121,9.92137
2470233,IDLE,0.00697776,9.92138
2470246,IDLE,0.00692076,9.92137
2470259,IDLE,0.00385744,9.92161
2470272,IDLE,0.00609751,9.9216
2470289,IDLE,0.00302462,9.921
2470302,IDLE,0.00983783,9.92113
2470315,IDLE,0.00743287,9.9212
2470328,IDLE,0.00814745,9.92099
2470341,IDLE,0.00576685,9.92059
2470354,IDLE,0.00340327,9.92037
2470367,IDLE,0.00337495,9.92022
2470380,IDLE,0.00181978,9.91968
2470393,IDLE,-0.00125196,9.91933
2470406,IDLE,-0.00508426,9.91911
2470419,IDLE,-0.00426716,9.91924
2470432,IDLE,-0.00576515,9.91917
2470445,IDLE,-0.00955865,9.91922
2470460,IDLE,-0.0110194,9.91899
2470473,IDLE,-0.00552922,9.91868
2470490,IDLE,-0.0101708,9.91854
2470503,IDLE,-0.0108705,9.91845
2470516,IDLE,-0.0115603,9.91846
2470529,IDLE,-0.0122404,9.91821
2470542,IDLE,-0.0152376,9.91843
2470555,IDLE,-0.0151098,9.91825
2470568,IDLE,-0.0157536,9.9186
2470581,IDLE,-0.0209948,9.91899
2470594,IDLE,-0.0231513,9.91913
2470607,IDLE,-0.0291719,9.91903
2470620,IDLE,-0.0328737,9.91891
2470633,IDLE,-0.0349746,9.91868
2470646,IDLE,-0.0386468,9.91846
2470660,IDLE,-0.0391099,9.91813
2470677,IDLE,-0.0395659,9.91823
2470693,IDLE,-0.0368638,9.91792
2470707,IDLE,-0.0349697,9.91773
2470720,IDLE,-0.0362434,9.91757
2470733,IDLE,-0.038293,9.91732
2470746,IDLE,-0.0348277,9.91685
2470759,IDLE,-0.0337414,9.91685
2470772,IDLE,-0.0358128,9.91648
2470785,IDLE,-0.0339363,9.91618
2470811,IDLE,-0.0328637,9.91595
2470828,IDLE,-0.0328637,9.91642
2470841,IDLE,-0.0328637,9.91647
2470854,IDLE,-0.0328637,9.91678
2470867,IDLE,-0.0328637,9.91678
2470880,IDLE,-0.0328637,9.91664
2470897,IDLE,-0.0328637,9.91671
2470910,IDLE,-0.0328637,9.91685
2470924,IDLE,-0.0325872,9.91702
2470937,IDLE,-0.0330878,9.91749
2470950,IDLE,-0.0343571,9.91763
2470963,IDLE,-0.0348383,9.91725
2470976,IDLE,-0.0360812,9.9171
2470989,IDLE,-0.0395924,9.91664
2471002,IDLE,-0.0400286,9.91648
2471015,IDLE,-0.0404585,9.91612
2471028,IDLE,-0.0446625,9.91603
2471045,IDLE,-0.0488693,9.91585
2471062,IDLE,-0.0492307,9.91579
2471075,IDLE,-0.0518776,9.91612
2471088,IDLE,-0.054509,9.91613
2471105,IDLE,-0.05329,9.91595
2471118,IDLE,-0.0520851,9.91572
2471131,IDLE,-0.0508942,9.91576
2471144,IDLE,-0.0504779,9.91587
2471157,IDLE,-0.0523315,9.91547
2471170,IDLE,-0.0534175,9.91546
2471183,IDLE,-0.0507269,9.91541
2471196,IDLE,-0.0525759,9.91528
2471209,IDLE,-0.0574184,9.91496
2471222,IDLE,-0.0599918,9.91468
2471235,IDLE,-0.0610281,9.91453
2471248,IDLE,-0.0635671,9.91491
2471261,IDLE,-0.0645721,9.91499
2471274,IDLE,-0.0617639,9.91528
2471287,IDLE,-0.060495,9.91509
2471304,IDLE,-0.0600006,9.91504
2471317,IDLE,-0.0625274,9.91528
2471330,IDLE,-0.0627715,9.91527
2471345,IDLE,-0.0592649,9.91506
2471358,IDLE,-0.0580264,9.91478
2471371,IDLE,-0.0598144,9.91468
2471384,IDLE,-0.0623359,9.91433
2471397,IDLE,-0.0618298,9.91432
2471410,IDLE,-0.0598296,9.91411
2471423,IDLE,-0.0600934,9.91411
2471436,IDLE,-0.0596118,9.914
2471449,IDLE,-0.0576546,9.914
2471462,IDLE,-0.060152,9.91382
2471475,IDLE,-0.0574426,9.91363
2471488,IDLE,-0.0577237,9.91393
2471505,IDLE,-0.0609617,9.91363
2471518,IDLE,-0.0604739,9.91363
2471531,IDLE,-0.058513,9.91375
2471544,IDLE,-0.0528751,9.91415
2471557,IDLE,-0.0501937,9.91448
2471570,IDLE,-0.0475263,9.91451
2471583,IDLE,-0.0448733,9.91452
2471596,IDLE,-0.0376968,9.91425
2471609,IDLE,-0.03661,9.91407
2471622,IDLE,-0.0339957,9.91403
2471635,IDLE,-0.0352575,9.91408
2471648,IDLE,-0.0326573,9.91418
2471662,IDLE,-0.0323866,9.91413
2471675,IDLE,-0.0321201,9.914
2471692,IDLE,-0.0303373,9.9138
2471709,IDLE,-0.0308449,9.91362
2471722,IDLE,-0.0313454,9.91375
2471735,IDLE,-0.0318388,9.91384
2471748,IDLE,-0.0353084,9.91362
2471761,IDLE,-0.0380172,9.9134
2471776,IDLE,-0.0362041,9.91383
2471789,IDLE,-0.038912,9.91405
2471802,IDLE,-0.0416059,9.91421
2471815,IDLE,-0.0450462,9.91414
2471828,IDLE,-0.0446777,9.91414
2471841,IDLE,-0.0443147,9.91399
2471854,IDLE,-0.0462056,9.91406
2471867,IDLE,-0.0518299,9.91378
2471880,IDLE,-0.0536868,9.91375
2471893,IDLE,-0.0555272,9.914
2471910,IDLE,-0.0558297,9.91399
2471936,IDLE,-0.0546208,10.8823
2471949,IDLE,-0.0546208,10.7923
2471962,IDLE,-0.0546208,10.7115
2471975,IDLE,-0.0546208,10.6355
2471988,IDLE,-0.0546208,10.5665
2472001,IDLE,-0.0546208,10.5057
2472014,IDLE,-0.0546208,10.4547
2472027,IDLE,-0.0546208,10.4084
2472041,IDLE,-0.0564338,10.331
2472058,IDLE,-0.0559772,10.2992
2472075,IDLE,-0.0562711,10.2704
2472092,IDLE,-0.0587931,10.248
2472105,IDLE,-0.0590631,10.2263
2472118,IDLE,-0.0578579,10.2078
2472135,IDLE,-0.0566658,10.1915
2472148,IDLE,-0.0591589,10.1727
2472161,IDLE,-0.0608975,10.158
2472174,IDLE,-0.0582133,10.1449
2472187,IDLE,-0.0555417,10.1329
2472200,IDLE,-0.061759,10.1231
2472213,IDLE,-0.0590028,10.1146
2472228,IDLE,-0.0585228,10.1049
2472241,IDLE,-0.0573015,10.0946
2472254,IDLE,-0.0568396,10.0869
2472267,IDLE,-0.0563842,10.0782
2472280,IDLE,-0.0551985,10.0716
2472293,IDLE,-0.0554947,10.0628
2472306,IDLE,-0.0535939,10.0568
2472319,IDLE,-0.0575651,10.0482
2472336,IDLE,-0.0593232,10.0416
2472349,IDLE,-0.0573764,10.0371
2472362,IDLE,-0.0591351,10.031
2472375,IDLE,-0.05793,10.0261
2472388,IDLE,-0.0537937,10.0197
2472401,IDLE,-0.0526236,10.0156
2472414,IDLE,-0.0514666,10.0124
2472427,IDLE,-0.0503224,10.0075
2472440,IDLE,-0.0491909,10.005
2472453,IDLE,-0.0444031,10.003
2472466,IDLE,-0.0433088,10.0006
2472479,IDLE,-0.0377859,9.99802
2472492,IDLE,-0.0359809,9.99611
2472505,IDLE,-0.0341917,9.99393
2472518,IDLE,-0.0316715,9.9917
2472535,IDLE,-0.0284137,9.98848
2472548,IDLE,-0.0274304,9.98605
2472561,IDLE,-0.0279575,9.98399
2472574,IDLE,-0.0299747,9.98153
2472587,IDLE,-0.0289885,9.97844
2472600,IDLE,-0.027268,9.97805
2472613,IDLE,-0.0292814,9.97663
2472626,IDLE,-0.0268182,9.97495
2472639,IDLE,-0.0288401,9.9738
2472654,IDLE,-0.0293517,9.97122
2472668,IDLE,-0.0276354,9.97038
2472681,IDLE,-0.0288994,9.96895
2472694,IDLE,-0.0294057,9.9685
2472707,IDLE,-0.026973,9.9676
2472724,IDLE,-0.0274928,9.96638
2472740,IDLE,-0.027276,9.96517
2472754,IDLE,-0.0248853,9.96359
2472767,IDLE,-0.021048,9.9619
2472780,IDLE,-0.0150092,9.96085
2472793,IDLE,-0.0141438,9.96115
2472806,IDLE,-0.0140305,9.95964
2472819,IDLE,-0.0139189,9.95857
2472832,IDLE,-0.0094114,9.95781
2472845,IDLE,-0.0093363,9.95755
2472858,IDLE,-0.00852975,9.95583
2472871,IDLE,-0.00919182,9.95442
2472884,IDLE,-0.00620932,9.95336
2472897,IDLE,-0.00616039,9.95201
2472910,IDLE,-0.00538875,9.95156
2472923,IDLE,-0.00318224,9.95059
2472940,IDLE,-0.00171082,9.94963
2472953,IDLE,-0.00241773,9.94858
2472966,IDLE,-0.00168218,9.94773
2472979,IDLE,-0.00238274,9.94718
2472992,IDLE,-0.00307464,9.94687
2473005,IDLE,-0.00163352,9.94656
2473018,IDLE,-0.000915141,9.94615
2473046,IDLE,0.00261707,12.8319
2473059,IDLE,0.00261707,12.1509
2473106,IDLE,0.00261707,11.6301
2473123,IDLE,0.00261707,51.21
2473141,IDLE,0.00261707,17.8826
2473154,IDLE,0.00614954,10.5809
2473167,IDLE,0.0053886,10.3057
2473184,IDLE,0.00534722,10.1847
2473197,IDLE,0.00672432,10.1249
2473210,IDLE,0.00879648,10.0902
2473223,IDLE,0.0136832,10.0604
2473236,IDLE,0.0150142,10.0451
2473249,IDLE,0.0156153,10.0352
2473262,IDLE,0.0133598,10.0137
2473275,IDLE,0.0125464,9.99881
2473288,IDLE,0.0124504,9.98703
2473301,IDLE,0.0158813,9.98051
2473314,IDLE,0.0164715,9.972
2473327,IDLE,0.0149298,9.9651
2473340,IDLE,0.0155238,9.9636
2473353,IDLE,0.0139983,9.9603
2473366,IDLE,0.0117862,9.95893
2473383,IDLE,0.0152136,9.95631
2473396,IDLE,0.0136775,9.95165
2473409,IDLE,0.0128677,9.94991
2473422,IDLE,0.0155881,9.94962
2473435,IDLE,0.0154692,9.9488
2473448,IDLE,0.011834,9.94843
2473461,IDLE,0.0103232,9.94599
2473474,IDLE,0.0102445,9.94249
2473487,IDLE,0.00875831,9.9418
2473500,IDLE,0.00799232,9.93758
2473513,IDLE,0.0065309,9.93591
2473526,IDLE,0.00369002,9.93524
2473539,IDLE,0.00155608,9.9332
2473552,IDLE,0.000135243,9.93288
2473567,IDLE,-0.00267243,9.9306
2473584,IDLE,-0.00406584,9.92869
2473597,IDLE,-0.0117869,9.92707
2473610,IDLE,-0.0145835,9.92635
2473623,IDLE,-0.0159235,9.92526
2473636,IDLE,-0.0186932,9.92574
2473649,IDLE,-0.0207278,9.92556
2473662,IDLE,-0.0183788,9.92476
2473676,IDLE,-0.0189609,9.92652
2473689,IDLE,-0.0166335,9.92633
2473702,IDLE,-0.0186831,9.92737
2473715,IDLE,-0.0192614,9.92618
2473728,IDLE,-0.0205606,9.92563
2473741,IDLE,-0.0240117,9.92376
2473754,IDLE,-0.0252797,9.92275
2473771,IDLE,-0.0258046,9.92156
2473788,IDLE,-0.0234378,9.92123
2473801,IDLE,-0.0247031,9.92096
2473814,IDLE,-0.0281177,9.92101
2473827,IDLE,-0.027171,9.92058
2473840,IDLE,-0.0276798,9.9197
2473853,IDLE,-0.0303383,9.91908
2473866,IDLE,-0.0308214,9.91892
2473879,IDLE,-0.031298,9.91852
2473892,IDLE,-0.0339082,9.91792
2473905,IDLE,-0.0379416,9.91871
2473918,IDLE,-0.041982,9.91909
2473931,IDLE,-0.0453016,9.91877
2473948,IDLE,-0.047145,9.91801
2473961,IDLE,-0.0460375,9.91777
2473974,IDLE,-0.0464036,9.91801
2473991,IDLE,-0.0424082,9.91869
2474004,IDLE,-0.0362048,9.91939
2474017,IDLE,-0.0314355,9.91894
2474030,IDLE,-0.028911,9.91901
2474043,IDLE,-0.0286754,9.91896
2474056,IDLE,-0.0284434,9.91924
2474069,IDLE,-0.028215,9.91878
2474082,IDLE,-0.02799,9.9182
2474095,IDLE,-0.0292417,9.91808
2474108,IDLE,-0.0297415,9.91774
2474121,IDLE,-0.0316956,9.91817
2474138,IDLE,-0.0329081,9.91763
2474164,IDLE,-0.0311927,12.6194
2474177,IDLE,-0.0311927,12.0121
2474190,IDLE,-0.0311927,11.5453
2474207,IDLE,-0.0311927,11.2031
2474220,IDLE,-0.0311927,10.9515
2474233,IDLE,-0.0311927,10.7577
2474246,IDLE,-0.0311927,10.6179
2474259,IDLE,-0.0311927,10.511
2474273,IDLE,-0.030224,10.361
2474286,IDLE,-0.0292665,10.3073
2474299,IDLE,-0.0254319,10.2615
2474312,IDLE,-0.0245074,10.2213
2474325,IDLE,-0.0206925,10.1884
2474342,IDLE,-0.019069,10.1599
2474355,IDLE,-0.0174599,10.1356
2474368,IDLE,-0.0202456,10.1181
2474381,IDLE,-0.021553,10.0991
2474394,IDLE,-0.022847,10.0829
2474411,IDLE,-0.0212116,10.0706
2474424,IDLE,-0.0210453,10.0584
2474437,IDLE,-0.0187168,10.0497
2474452,IDLE,-0.0200221,10.0424
2474465,IDLE,-0.0191461,10.034
2474478,IDLE,-0.0189977,10.0274
2474491,IDLE,-0.0181393,10.0213
2474504,IDLE,-0.0158684,10.0154
2474517,IDLE,-0.0150357,10.0092
2474530,IDLE,-0.0149206,10.0036
2474543,IDLE,-0.0133976,9.99877
2474556,IDLE,-0.0118876,9.99625
2474569,IDLE,-0.0103906,9.99345
2474582,IDLE,-0.0117211,9.99301
2474595,IDLE,-0.0130392,9.99009
2474612,IDLE,-0.0129408,9.98623
2474625,IDLE,-0.0156324,9.98283
2474638,IDLE,-0.0176115,9.98036
2474651,IDLE,-0.019578,9.97918
2474664,IDLE,-0.0243312,9.97783
2474678,IDLE,-0.0255673,9.97497
2474691,IDLE,-0.0274967,9.97385
2474704,IDLE,-0.0258708,9.97191
2474717,IDLE,-0.0249677,9.97084
2474730,IDLE,-0.020544,9.96893
2474743,IDLE,-0.0189598,9.96718
2474756,IDLE,-0.0145349,9.96723
2474769,IDLE,-0.0129808,9.96636
2474782,IDLE,-0.010001,9.96395
