tick,flightState,filtered_altitude,filtered_acceleration
571053,IDLE,-0.0583027,10.0991
571066,IDLE,-0.0585344,10.0904
571079,IDLE,-0.0587632,10.0779
571092,IDLE,-0.0565048,10.0703
571105,IDLE,-0.0554992,10.0632
571118,IDLE,-0.0538811,10.0586
571131,IDLE,-0.0510214,10.0531
571144,IDLE,-0.0525619,10.0479
571157,IDLE,-0.049688,10.0444
571170,IDLE,-0.048714,10.0401
571183,IDLE,-0.0509095,10.0344
571202,IDLE,-0.0518264,10.0297
571215,IDLE,-0.0489386,10.0256
571228,IDLE,-0.049238,10.0199
571241,IDLE,-0.0520688,10.0158
571254,IDLE,-0.0510708,10.0115
571267,IDLE,-0.0532675,10.0084
571280,IDLE,-0.0529004,10.0054
571293,IDLE,-0.0499906,10.0032
571307,IDLE,-0.0483645,9.9998
571320,IDLE,-0.044184,9.99621
571333,IDLE,-0.0438747,9.99406
571346,IDLE,-0.0461525,9.99263
571359,IDLE,-0.0451799,9.98852
571372,IDLE,-0.0448649,9.98667
571389,IDLE,-0.0426223,9.9841
571406,IDLE,-0.0397395,9.98145
571419,IDLE,-0.0388093,9.97976
571432,IDLE,-0.0372415,9.97856
571445,IDLE,-0.0356839,9.97674
571458,IDLE,-0.0347838,9.97436
571471,IDLE,-0.0358318,9.97315
571484,IDLE,-0.0342908,9.97202
571497,IDLE,-0.0327599,9.97013
571510,IDLE,-0.0331762,9.96912
571523,IDLE,-0.034877,9.96756
571536,IDLE,-0.0327019,9.96694
571553,IDLE,-0.0337626,9.96591
571570,IDLE,-0.0328815,9.96457
571583,IDLE,-0.0332948,9.96367
571596,IDLE,-0.0317856,9.96261
571613,IDLE,-0.0322046,9.96144
571626,IDLE,-0.0319835,9.96027
571641,IDLE,-0.0298636,9.95966
571654,IDLE,-0.0296591,9.95864
571680,IDLE,-0.0300871,9.95783
571693,IDLE,-0.0300871,9.95648
571706,IDLE,-0.0300871,9.9542
571719,IDLE,-0.0300871,9.95337
571732,IDLE,-0.0300871,9.95226
571749,IDLE,-0.0300871,9.95129
571762,IDLE,-0.0300871,9.94928
571775,IDLE,-0.0300871,9.94801
571789,IDLE,-0.0273647,9.94571
571802,IDLE,-0.0265434,9.94569
571819,IDLE,-0.0269922,9.94585
571832,IDLE,-0.0286956,9.94479
571845,IDLE,-0.025981,9.94435
571858,IDLE,-0.0232675,9.94423
571871,IDLE,-0.0205555,9.94334
571884,IDLE,-0.0216922,9.94315
571897,IDLE,-0.0202622,9.94233
571910,IDLE,-0.0201223,9.94243
571923,IDLE,-0.0199844,9.94136
571936,IDLE,-0.0204787,9.94048
571949,IDLE,-0.0171871,9.93965
571962,IDLE,-0.0196105,9.9387
571975,IDLE,-0.0194756,9.93794
571988,IDLE,-0.0187063,9.93754
572001,IDLE,-0.0192095,9.93721
572018,IDLE,-0.0190791,9.9365
572031,IDLE,-0.0176987,9.93612
572044,IDLE,-0.0169517,9.9357
572057,IDLE,-0.0137128,9.93564
572070,IDLE,-0.0129883,9.93565
572085,IDLE,-0.0141523,9.93429
572098,IDLE,-0.0128027,9.93338
572111,IDLE,-0.0114625,9.93216
572124,IDLE,-0.0120101,9.93114
572137,IDLE,-0.0119293,9.93058
572150,IDLE,-0.00998691,9.93058
572163,IDLE,-0.00929615,9.93024
572176,IDLE,-0.00612859,9.93002
572189,IDLE,-0.00608726,9.93014
572202,IDLE,-0.00728619,9.93
572219,IDLE,-0.00723741,9.92925
572232,IDLE,-0.00842009,9.92893
572245,IDLE,-0.00897907,9.92843
572258,IDLE,-0.00891962,9.92836
572271,IDLE,-0.0100784,9.92793
572284,IDLE,-0.00940054,9.92754
572297,IDLE,-0.0105517,9.92662
572311,IDLE,-0.0116944,9.92686
572324,IDLE,-0.0122234,9.92678
572337,IDLE,-0.01335,9.92626
572350,IDLE,-0.0138657,9.92561
572363,IDLE,-0.0131721,9.92558
572376,IDLE,-0.0118864,9.92531
572389,IDLE,-0.013612,9.92465
572406,IDLE,-0.0141237,9.92387
572423,IDLE,-0.0116317,9.92362
572436,IDLE,-0.0091403,9.92354
572449,IDLE,-0.00847203,9.92391
572462,IDLE,-0.00720692,9.92361
572475,IDLE,-0.00655342,9.92374
572488,IDLE,-0.00711214,9.92354
572501,IDLE,-0.00826433,9.92308
572516,IDLE,-0.00821085,9.92309
572529,IDLE,-0.0075597,9.92284
572542,IDLE,-0.00453188,9.92272
572555,IDLE,-0.00330187,9.92251
572572,IDLE,-0.00267864,9.92243
572589,IDLE,-0.00206146,9.92262
572602,IDLE,-0.00204821,9.9224
572615,IDLE,-0.00321703,9.92201
572632,IDLE,-0.00201174,9.92185
572645,IDLE,-0.00199889,9.92195
572658,IDLE,0.000371309,9.9221
572671,IDLE,0.00333431,9.9221
572684,IDLE,0.00690051,9.92162
572697,IDLE,0.00383499,9.92095
572710,IDLE,0.00625271,9.92085
572723,IDLE,0.00559975,9.92096
572736,IDLE,0.00739831,9.92136
572749,IDLE,0.00550957,9.92166
572762,IDLE,0.00486026,9.9218
572788,IDLE,0.00421741,9.92187
572801,IDLE,0.00421741,9.92168
572814,IDLE,0.00421741,9.92164
572827,IDLE,0.00421741,9.92171
572844,IDLE,0.00421741,9.92111
572857,IDLE,0.00421741,9.92114
572870,IDLE,0.00421741,9.92079
572883,IDLE,0.00421741,9.92061
572897,IDLE,0.00358095,9.92014
572910,IDLE,0.000517558,9.92005
572923,IDLE,-0.00070995,9.9202
572936,IDLE,-0.00192877,9.92021
572949,IDLE,-0.00191602,9.92037
572964,IDLE,-7.44E-05,9.92004
572981,IDLE,-0.00251695,9.92
572994,IDLE,-0.00434462,9.9199
573007,IDLE,-0.00492989,9.91943
573020,IDLE,-0.00550912,9.9192
573033,IDLE,-0.00669197,9.91916
573050,IDLE,-0.00848206,9.91872
573063,IDLE,-0.00903673,9.91882
573076,IDLE,-0.00958564,9.91843
573089,IDLE,-0.0107349,9.91805
573102,IDLE,-0.0118758,9.91778
573115,IDLE,-0.0124033,9.91741
573128,IDLE,-0.0141374,9.91738
573141,IDLE,-0.0182872,9.91771
573154,IDLE,-0.018779,9.91756
573167,IDLE,-0.0192654,9.91696
573180,IDLE,-0.0191389,9.91674
573193,IDLE,-0.0178021,9.91633
573206,IDLE,-0.0213252,9.91591
573219,IDLE,-0.0224067,9.91586
573232,IDLE,-0.0247073,9.91616
573249,IDLE,-0.0239267,9.91632
573262,IDLE,-0.0249921,9.91671
573275,IDLE,-0.0254381,9.91655
573288,IDLE,-0.0246591,9.91688
573301,IDLE,-0.0263243,9.91688
573315,IDLE,-0.024321,9.91633
573328,IDLE,-0.0272173,9.91661
573341,IDLE,-0.0276513,9.91673
573354,IDLE,-0.0280805,9.91684
573367,IDLE,-0.025448,9.91676
573380,IDLE,-0.0265061,9.91665
573395,IDLE,-0.0287875,9.91667
573408,IDLE,-0.029827,9.91625
573421,IDLE,-0.0290109,9.91609
573438,IDLE,-0.0294317,9.91584
573455,IDLE,-0.0280137,9.91574
573468,IDLE,-0.0302778,9.91564
573481,IDLE,-0.030077,9.91572
573494,IDLE,-0.0298787,9.91585
573507,IDLE,-0.0302895,9.91618
573520,IDLE,-0.0294845,9.91639
573533,IDLE,-0.0292925,9.9161
573546,IDLE,-0.0321051,9.916
573559,IDLE,-0.0324994,9.91562
573572,IDLE,-0.0274624,9.91555
573585,IDLE,-0.026052,9.91525
573602,IDLE,-0.0258795,9.91519
573619,IDLE,-0.0293784,9.91489
573632,IDLE,-0.0310375,9.9146
573645,IDLE,-0.0308305,9.91438
573662,IDLE,-0.0318532,9.91402
573675,IDLE,-0.0328675,9.91403
573688,IDLE,-0.0326502,9.91393
573701,IDLE,-0.0324355,9.91421
573714,IDLE,-0.0316151,9.91394
573727,IDLE,-0.0320124,9.91392
573740,IDLE,-0.0330062,9.91416
573753,IDLE,-0.0339922,9.91427
573766,IDLE,-0.0361751,9.91425
573779,IDLE,-0.0359398,9.91402
573792,IDLE,-0.0357072,9.91394
573805,IDLE,-0.0366685,9.91376
573818,IDLE,-0.0370276,9.91348
573833,IDLE,-0.0373827,9.91356
573846,IDLE,-0.0383232,9.91367
573863,IDLE,-0.0374878,9.914
573876,IDLE,-0.036072,9.91413
573902,IDLE,-0.0352517,9.91426
573915,IDLE,-0.0352517,9.91428
573928,IDLE,-0.0352517,9.91422
573941,IDLE,-0.0352517,9.91414
573954,IDLE,-0.0352517,9.91401
573967,IDLE,-0.0352517,9.91402
573980,IDLE,-0.0352517,9.91404
573993,IDLE,-0.0352517,9.91435
574011,IDLE,-0.0362015,9.91436
574024,IDLE,-0.0347973,9.91458
574037,IDLE,-0.0298687,9.91439
574050,IDLE,-0.0302735,9.91418
574063,IDLE,-0.0294803,9.91414
574080,IDLE,-0.0304787,9.91372
574093,IDLE,-0.0279014,9.91381
574106,IDLE,-0.0265238,9.91378
574119,IDLE,-0.0257518,9.91367
574132,IDLE,-0.0267779,9.91364
574145,IDLE,-0.0254117,9.91345
574158,IDLE,-0.0252481,9.91324
574171,IDLE,-0.0244909,9.91345
574184,IDLE,-0.0249254,9.91343
574197,IDLE,-0.0253553,9.91351
574210,IDLE,-0.0281313,9.91343
574223,IDLE,-0.0267668,9.91329
574236,IDLE,-0.0283758,9.9134
574249,IDLE,-0.0264105,9.91306
574262,IDLE,-0.02743,9.91293
574281,IDLE,-0.0266568,9.91302
574294,IDLE,-0.0258904,9.91272
574307,IDLE,-0.0239455,9.91244
574321,IDLE,-0.023792,9.91257
574334,IDLE,-0.0236403,9.91263
574347,IDLE,-0.0258431,9.91271
574360,IDLE,-0.0239032,9.91273
574373,IDLE,-0.0213734,9.91272
574386,IDLE,-0.0200411,9.91252
574399,IDLE,-0.0223023,9.91241
574412,IDLE,-0.0221579,9.91247
574425,IDLE,-0.0232065,9.91231
574438,IDLE,-0.0242473,9.91207
574451,IDLE,-0.0252803,9.91207
574468,IDLE,-0.025118,9.91206
574485,IDLE,-0.0261386,9.91197
574498,IDLE,-0.0289274,9.91187
574511,IDLE,-0.0281437,9.91177
574524,IDLE,-0.0279632,9.9116
574537,IDLE,-0.0289648,9.91137
574550,IDLE,-0.0281879,9.91116
574563,IDLE,-0.0280088,9.91086
574576,IDLE,-0.0290011,9.91101
574589,IDLE,-0.0264723,9.91107
574602,IDLE,-0.0274802,9.91106
574615,IDLE,-0.0284806,9.91121
574632,IDLE,-0.0283,9.91104
574649,IDLE,-0.0287051,9.91065
574662,IDLE,-0.0267748,9.91022
574675,IDLE,-0.0271894,9.91012
574692,IDLE,-0.0264344,9.90982
574705,IDLE,-0.0245232,9.90978
574720,IDLE,-0.0220316,9.91007
574733,IDLE,-0.0230639,9.91022
574746,IDLE,-0.0211555,9.91015
574759,IDLE,-0.0186616,9.91005
574772,IDLE,-0.0197251,9.91017
574785,IDLE,-0.0201899,9.91029
574798,IDLE,-0.0182895,9.91028
574811,IDLE,-0.0163946,9.91007
574824,IDLE,-0.0162896,9.90983
574837,IDLE,-0.0150043,9.90962
574850,IDLE,-0.0125417,9.90996
574863,IDLE,-0.0112718,9.90975
574876,IDLE,-0.0111995,9.9096
574893,IDLE,-0.0134931,9.90979
574906,IDLE,-0.0122176,9.90967
574919,IDLE,-0.0103538,9.90961
574932,IDLE,-0.0108822,9.90971
574945,IDLE,-0.0137824,9.90977
574958,IDLE,-0.0118935,9.9097
574971,IDLE,-0.0166267,9.90954
574984,IDLE,-0.0122321,9.90956
575010,IDLE,-0.0109076,9.90933
575027,IDLE,-0.0109076,9.90926
575040,IDLE,-0.0109076,9.90923
575053,IDLE,-0.0109076,9.90926
575066,IDLE,-0.0109076,9.90906
575079,IDLE,-0.0109076,9.90921
575096,IDLE,-0.0109076,9.9092
575109,IDLE,-0.0109076,9.90919
575123,IDLE,-0.00834636,9.90901
575136,IDLE,-0.0114127,9.90877
575149,IDLE,-0.0107035,9.90879
575164,IDLE,-0.0100014,9.90877
575177,IDLE,-0.0124374,9.90864
575190,IDLE,-0.0129804,9.90862
575203,IDLE,-0.0122645,9.90831
575216,IDLE,-0.012182,9.90821
575229,IDLE,-0.0127194,9.90783
575242,IDLE,-0.0101588,9.90805
575255,IDLE,-0.00946719,9.90793
575268,IDLE,-0.0106402,9.9078
575281,IDLE,-0.0111867,9.90773
575298,IDLE,-0.0135796,9.9079
575311,IDLE,-0.0153507,9.90787
575326,IDLE,-0.0146249,9.90786
575339,IDLE,-0.011425,9.90772
575352,IDLE,-0.0107212,9.9078
575365,IDLE,-0.0106492,9.90783
575378,IDLE,-0.0130545,9.90774
575391,IDLE,-0.012967,9.9076
575404,IDLE,-0.0159711,9.90765
575417,IDLE,-0.0164856,9.90752
575430,IDLE,-0.0169945,9.90742
575443,IDLE,-0.0131709,9.90732
575456,IDLE,-0.0130821,9.90748
575469,IDLE,-0.014235,9.90744
575486,IDLE,-0.0160055,9.90742
575503,IDLE,-0.012162,9.90745
575516,IDLE,-0.010187,9.90747
575529,IDLE,-0.0120153,9.90742
575542,IDLE,-0.015098,9.9072
575555,IDLE,-0.0143539,9.90718
575568,IDLE,-0.0155247,9.90729
575581,IDLE,-0.0141472,9.90738
575596,IDLE,-0.0140503,9.90746
575609,IDLE,-0.015214,9.9073
575622,IDLE,-0.0132168,9.90727
575635,IDLE,-0.0169251,9.90714
575652,IDLE,-0.0180841,9.90714
575669,IDLE,-0.0211513,9.90719
575682,IDLE,-0.0222884,9.90734
575695,IDLE,-0.022134,9.90725
575712,IDLE,-0.0219816,9.90714
575725,IDLE,-0.0230975,9.90715
575768,IDLE,-0.0248432,9.90734
575781,IDLE,-0.0246732,10.686
575794,IDLE,-0.0238724,10.6267
575807,IDLE,-0.0237104,10.5775
575820,IDLE,-0.021672,10.5266
575833,IDLE,-0.0202701,10.4805
575846,IDLE,-0.0207589,10.4406
575859,IDLE,-0.017489,10.4012
575872,IDLE,-0.0179992,10.3674
575885,IDLE,-0.0159914,10.3331
575898,IDLE,-0.0139912,10.3049
575911,IDLE,-0.0107316,10.279
575924,IDLE,-0.0100186,10.2557
575941,IDLE,-0.00740528,10.2321
575954,IDLE,-0.00671357,10.2152
575967,IDLE,-0.00539408,10.1982
575980,IDLE,-0.0021699,10.1815
575993,IDLE,0.00169652,10.1674
576006,IDLE,0.00493633,10.153
576019,IDLE,0.00818005,10.142
576032,IDLE,0.0107652,10.1285
576045,IDLE,0.0133445,10.1167
576060,IDLE,0.0145813,10.1073
576073,IDLE,0.0178089,10.0971
576086,IDLE,0.0176802,10.0863
576099,IDLE,0.020221,10.0785
576125,IDLE,0.0194079,10.071
576138,IDLE,0.0194079,10.0627
576155,IDLE,0.0194079,10.0572
576168,IDLE,0.0194079,10.0524
576181,IDLE,0.0194079,10.0472
576194,IDLE,0.0194079,10.0438
576207,IDLE,0.0194079,10.038
576220,IDLE,0.0194079,10.0333
576234,IDLE,0.0186036,10.0245
576247,IDLE,0.0184703,10.0218
576260,IDLE,0.0183389,10.0178
576273,IDLE,0.0201785,10.0148
576290,IDLE,0.0187185,10.0104
576303,IDLE,0.0198993,10.0071
576316,IDLE,0.0204161,10.004
576331,IDLE,0.0215777,10.0016
576348,IDLE,0.0175132,9.99715
576365,IDLE,0.0180499,9.99435
576378,IDLE,0.0179222,9.99162
576391,IDLE,0.0177962,9.98868
576404,IDLE,0.0163723,9.98586
576417,IDLE,0.0143126,9.98453
576430,IDLE,0.0135645,9.98172
576443,IDLE,0.0134698,9.97874
576456,IDLE,0.0153079,9.97658
576469,IDLE,0.0177792,9.97474
576482,IDLE,0.0170094,9.97388
576495,IDLE,0.0168911,9.97153
576514,IDLE,0.0161348,9.96983
576531,IDLE,0.0147418,9.96751
576544,IDLE,0.014003,9.96605
576557,IDLE,0.0158194,9.96372
576574,IDLE,0.0144309,9.96191
576587,IDLE,0.0111434,9.96071
576600,IDLE,0.0104242,9.95914
576613,IDLE,0.0103521,9.95729
576626,IDLE,0.0115555,9.95646
576639,IDLE,0.0140225,9.95544
576652,IDLE,0.0132878,9.95428
576665,IDLE,0.0125606,9.95432
576678,IDLE,0.0137455,9.95397
576691,IDLE,0.0117455,9.95266
576704,IDLE,0.0116649,9.95143
576717,IDLE,0.0122195,9.95003
576730,IDLE,0.0133963,9.94939
576743,IDLE,0.00827196,9.9486
576756,IDLE,0.00565247,9.94715
576773,IDLE,0.00432133,9.94608
576786,IDLE,0.00300023,9.94504
576799,IDLE,-0.000884415,9.94403
576812,IDLE,-0.00152727,9.94321
576825,IDLE,-0.00346308,9.94186
576838,IDLE,-0.00084016,9.94042
576851,IDLE,0.00112696,9.93923
576864,IDLE,-0.000846443,9.93898
576877,IDLE,-0.000840458,9.93895
576890,IDLE,-0.000181378,9.93873
576903,IDLE,0.00047053,9.93793
576916,IDLE,0.00111536,9.93707
576929,IDLE,-0.00018356,9.93723
576944,IDLE,-0.00404593,9.93584
576957,IDLE,-0.0066204,9.93631
576974,IDLE,-0.0085376,9.93612
576987,IDLE,-0.00323108,9.93594
577000,IDLE,-0.00387294,9.93535
577013,IDLE,-0.00517697,9.93502
577026,IDLE,-0.00447481,9.93476
577039,IDLE,-0.00312138,9.93463
577052,IDLE,-0.000458221,9.9351
577065,IDLE,-0.00178589,9.93511
577078,IDLE,-0.00243434,9.93504
577091,IDLE,-0.00374114,9.93477
577104,IDLE,-0.00635291,9.9341
577117,IDLE,-0.008298,9.93342
577130,IDLE,-0.0082386,9.93268
577143,IDLE,-0.0114761,9.93117
577156,IDLE,-0.00939764,9.93091
577173,IDLE,-0.00999474,9.93005
577186,IDLE,-0.0112538,9.92951
577199,IDLE,-0.010509,9.92895
577212,IDLE,-0.00779347,9.92876
577238,IDLE,-0.0083997,9.92904
577251,IDLE,-0.0083997,9.92902
577264,IDLE,-0.0083997,9.92786
577277,IDLE,-0.0083997,9.92772
577290,IDLE,-0.0083997,9.92726
577307,IDLE,-0.0083997,9.9271
577320,IDLE,-0.0083997,9.92709
577334,IDLE,-0.0083997,9.92646
577348,IDLE,-0.00569253,9.92535
577365,IDLE,-0.00631445,9.92574
577382,IDLE,-0.00494606,9.92461
577395,IDLE,-0.00160316,9.92373
577408,IDLE,-0.000258283,9.92319
577421,IDLE,-0.000256429,9.9236
577434,IDLE,-0.00224018,9.92268
577447,IDLE,-0.00222418,9.92175
577460,IDLE,-0.0022084,9.92175
577473,IDLE,-0.00219285,9.92194
577486,IDLE,-0.000879742,9.9219
577499,IDLE,-0.00541385,9.92194
577512,IDLE,-0.00537547,9.92189
577529,IDLE,-0.00468266,9.92232
577546,IDLE,-0.0072527,9.92263
577559,IDLE,-0.00589348,9.92239
577572,IDLE,-0.00454474,9.9226
577589,IDLE,-0.00189658,9.92206
577602,IDLE,-0.00253803,9.92192
577615,IDLE,-0.00709971,9.92181
577628,IDLE,-0.00970219,9.92143
577641,IDLE,-0.0102972,9.92133
577654,IDLE,-0.0115544,9.92092
577667,IDLE,-0.0121327,9.92068
577680,IDLE,-0.0146856,9.9206
577693,IDLE,-0.01591,9.92064
577706,IDLE,-0.0144726,9.92049
577719,IDLE,-0.0156962,9.92023
577732,IDLE,-0.0155845,9.91981
577745,IDLE,-0.017445,9.91941
577758,IDLE,-0.017977,9.9189
577771,IDLE,-0.0178502,9.91833
577788,IDLE,-0.0183735,9.91831
577801,IDLE,-0.0201889,9.91836
577814,IDLE,-0.0206944,9.91802
577829,IDLE,-0.0173217,9.91761
577842,IDLE,-0.018506,9.91752
577855,IDLE,-0.0164237,9.91775
577868,IDLE,-0.0163083,9.91769
577881,IDLE,-0.0187859,9.91786
577894,IDLE,-0.0206087,9.91813
577907,IDLE,-0.0237219,9.91767
577920,IDLE,-0.0242091,9.91739
577933,IDLE,-0.0240385,9.91723
577946,IDLE,-0.0232186,9.91727
577959,IDLE,-0.022407,9.91689
577972,IDLE,-0.0241899,9.91705
577989,IDLE,-0.0253181,9.91685
578002,IDLE,-0.0283683,9.91655
578015,IDLE,-0.0255639,9.91637
578028,IDLE,-0.0247273,9.91673
578041,IDLE,-0.0252041,9.91633
578054,IDLE,-0.0230778,9.91626
578067,IDLE,-0.0261706,9.91669
578080,IDLE,-0.0273014,9.91668
578093,IDLE,-0.0284223,9.91673
578106,IDLE,-0.0288741,9.91617
578119,IDLE,-0.0293205,9.91572
578132,IDLE,-0.0284666,9.91556
578145,IDLE,-0.0289123,9.91535
578158,IDLE,-0.0293529,9.91542
578171,IDLE,-0.0310706,9.91503
578188,IDLE,-0.0334173,9.91497
578201,IDLE,-0.0318995,9.91531
578214,IDLE,-0.0284601,9.91551
578227,IDLE,-0.0302107,9.91529
578240,IDLE,-0.0319512,9.91509
578255,IDLE,-0.0323761,9.91453
578268,IDLE,-0.0315006,9.91433
578281,IDLE,-0.0332207,9.91454
578294,IDLE,-0.0316958,9.91424
578307,IDLE,-0.0314748,9.9142
578320,IDLE,-0.03447,9.91424
578333,IDLE,-0.0335798,9.91394
578361,IDLE,-0.0339902,9.91416
578374,IDLE,-0.0339902,9.91412
578391,IDLE,-0.0339902,9.91404
578408,IDLE,-0.0339902,9.91409
578421,IDLE,-0.0339902,9.91347
578434,IDLE,-0.0339902,9.91371
578447,IDLE,-0.0339902,9.9139
578460,IDLE,-0.0339902,9.91381
578474,IDLE,-0.0376146,9.91314
578487,IDLE,-0.0360525,9.91295
578500,IDLE,-0.0345008,9.91279
578513,IDLE,-0.0342591,9.91306
578526,IDLE,-0.0366048,9.91338
578543,IDLE,-0.0344008,9.91315
578560,IDLE,-0.0335066,9.91316
578577,IDLE,-0.030672,9.91301
578590,IDLE,-0.0284944,9.91294
578603,IDLE,-0.0282931,9.91253
578620,IDLE,-0.0300503,9.91269
578633,IDLE,-0.0317973,9.91242
578646,IDLE,-0.0302676,9.91215
578659,IDLE,-0.0293997,9.91257
578672,IDLE,-0.0272381,9.91258
578685,IDLE,-0.0257399,9.91261
578698,IDLE,-0.0249037,9.91262
578713,IDLE,-0.0234265,9.91224
578726,IDLE,-0.0232621,9.91198
578739,IDLE,-0.0211567,9.91223
578752,IDLE,-0.0197106,9.91219
578765,IDLE,-0.0208741,9.91221
578778,IDLE,-0.0220278,9.91218
578791,IDLE,-0.0225194,9.91222
578804,IDLE,-0.0191411,9.91192
578821,IDLE,-0.019007,9.91169
578834,IDLE,-0.0175831,9.91132
578847,IDLE,-0.0200434,9.91143
578860,IDLE,-0.0166579,9.91123
578873,IDLE,-0.0158841,9.91088
578886,IDLE,-0.0157724,9.91085
578899,IDLE,-0.0150124,9.91097
578912,IDLE,-0.013616,9.91104
578925,IDLE,-0.0141652,9.91108
578938,IDLE,-0.0127812,9.91124
578951,IDLE,-0.0114073,9.91115
578964,IDLE,-0.0113283,9.9109
578977,IDLE,-0.01444,9.91076
578990,IDLE,-0.013053,9.91068
579003,IDLE,-0.0142524,9.91054
579020,IDLE,-0.0135095,9.91058
579033,IDLE,-0.0108516,9.91017
579046,IDLE,-0.0120677,9.91032
579059,IDLE,-0.0145571,9.91014
579072,IDLE,-0.0131628,9.91005
579085,IDLE,-0.0111307,9.91004
579098,IDLE,-0.0116991,9.91015
579111,IDLE,-0.0103274,9.90999
579124,IDLE,-0.0096089,9.90974
579139,IDLE,-0.0108311,9.90999
579152,IDLE,-0.0113964,9.91019
579165,IDLE,-0.00748212,9.91025
579178,IDLE,-0.00807503,9.91006
579191,IDLE,-0.00801896,9.91007
579204,IDLE,-0.0086018,9.91007
579221,IDLE,-0.00726813,9.90978
579234,IDLE,-0.0078535,9.90986
579247,IDLE,-0.00779979,9.90974
579260,IDLE,-0.00837539,9.90974
579273,IDLE,-0.00831871,9.90949
579286,IDLE,-0.00888485,9.90938
579299,IDLE,-0.0100713,9.90924
579312,IDLE,-0.00813981,9.90897
579325,IDLE,-0.00621575,9.90897
579338,IDLE,-0.00679652,9.90897
579352,IDLE,-0.00675096,9.90905
579365,IDLE,-0.00794512,9.90888
579378,IDLE,-0.00850801,9.90868
579391,IDLE,-0.0102985,9.90872
579408,IDLE,-0.0120812,9.90862
579425,IDLE,-0.0113812,9.90834
579438,IDLE,-0.0125408,9.90841
579451,IDLE,-0.0124576,9.90826
579477,IDLE,-0.0142119,9.90835
579490,IDLE,-0.0142119,9.90829
579503,IDLE,-0.0142119,9.90842
579516,IDLE,-0.0142119,9.90833
579529,IDLE,-0.0142119,9.90831
579542,IDLE,-0.0142119,9.90812
579559,IDLE,-0.0142119,9.90804
579576,IDLE,-0.0142119,9.90796
579595,IDLE,-0.0116629,9.90745
579608,IDLE,-0.00973355,9.90741
579621,IDLE,-0.00471706,9.90746
579638,IDLE,-0.00468505,9.90723
579651,IDLE,-0.0034023,9.90688
579664,IDLE,0.000372483,9.90675
579677,IDLE,-0.000260962,9.90661
579690,IDLE,0.00163335,9.90662
579703,IDLE,0.000362074,9.90655
579716,IDLE,0.00162242,9.90639
579729,IDLE,0.00350605,9.90658
579742,IDLE,0.00538127,9.90619
579755,IDLE,0.0053445,9.90634
579768,IDLE,0.00468022,9.90631
579781,IDLE,0.00653276,9.9063
579794,IDLE,0.0071191,9.90638
579807,IDLE,0.0039404,9.90667
579820,IDLE,0.00454725,9.90652
579837,IDLE,0.00388855,9.90636
579850,IDLE,0.00135304,9.90648
579863,IDLE,0.00134384,9.90646
579876,IDLE,0.00258798,9.90625
579889,IDLE,0.00445082,9.90627
579902,IDLE,0.00505009,9.90622
579915,IDLE,0.00689365,9.90614
579928,IDLE,0.011236,9.90613
579941,IDLE,0.0143431,9.90608
579954,IDLE,0.014244,9.90613
579967,IDLE,0.0122341,9.90633
579980,IDLE,0.0134271,9.90632
579993,IDLE,0.0133348,9.90642
580006,IDLE,0.0119795,9.90639
580021,IDLE,0.013165,9.9062
580038,IDLE,0.0137098,9.90598
580051,IDLE,0.011724,9.90586
580064,IDLE,0.0122779,9.90579
580077,IDLE,0.00967647,9.90567
580090,IDLE,0.00897889,9.90556
580103,IDLE,0.0114456,9.90551
580116,IDLE,0.0132721,9.90544
580129,IDLE,0.0138185,9.90553
580142,IDLE,0.0137242,9.90576
580155,IDLE,0.0111154,9.90554
580168,IDLE,0.0104087,9.90545
580181,IDLE,0.011599,9.90534
580194,IDLE,0.0134117,9.9051
580207,IDLE,0.0152158,9.90512
580220,IDLE,0.0157462,9.90492
580237,IDLE,0.0124923,9.90482
580250,IDLE,0.00986497,9.90461
580263,IDLE,0.0104379,9.90446
580276,IDLE,0.0071855,9.90423
580289,IDLE,0.00841996,9.90411
580302,IDLE,0.00900493,9.90412
580315,IDLE,0.0102206,9.90379
580328,IDLE,0.00823408,9.90389
580341,IDLE,0.00817729,9.90405
580355,IDLE,0.00939258,9.90423
580368,IDLE,0.0125087,9.90426
580381,IDLE,0.0105,9.90424
580394,IDLE,0.011071,9.90421
580407,IDLE,0.0135554,9.9041
580424,IDLE,0.0173166,9.90411
580441,IDLE,0.0178467,9.90392
580454,IDLE,0.0183707,9.90407
580467,IDLE,0.0201763,9.90404
580480,IDLE,0.0180998,9.904
580493,IDLE,0.0160317,9.90438
580506,IDLE,0.0159197,9.90431
580519,IDLE,0.0158091,9.90417
580532,IDLE,0.0169805,9.90432
580545,IDLE,0.0194249,9.90425
580558,IDLE,0.017361,9.90436
580571,IDLE,0.0178866,9.90433
580601,IDLE,0.0158364,9.90444
580618,IDLE,0.0158364,9.90433
580631,IDLE,0.0158364,9.90389
580644,IDLE,0.0158364,9.90388
580661,IDLE,0.0158364,9.90359
580674,IDLE,0.0158364,9.90355
580687,IDLE,0.0158364,9.90351
580701,IDLE,0.0163718,9.90329
580714,IDLE,0.0156198,9.9033
580727,IDLE,0.0135951,9.90342
580770,IDLE,0.010933,9.9035
580783,IDLE,0.0108571,10.6917
580800,IDLE,0.0127001,10.6306
580813,IDLE,0.0119729,10.5732
580826,IDLE,0.0138055,10.521
580839,IDLE,0.014994,10.4732
580852,IDLE,0.0123263,10.4301
