tick,gx,gy,gz
3647707,65.1723,-5.96637,25.071
3647723,64.4246,-5.46281,24.8268
3647736,65.7521,-3.708,24.7353
3647749,64.1194,-3.25022,26.2612
3647762,66.0421,-2.94504,26.429
3647777,65.6148,-3.34178,26.0323
3647790,64.3483,-3.76904,23.835
3647803,64.9129,-3.11289,25.0252
3647816,64.3483,-2.04474,23.957
3647829,65.3249,-3.20444,24.2012
3647847,64.4246,-2.44148,23.4993
3647864,65.2028,-2.57881,22.2327
3647882,65.9505,-2.57881,22.7973
3647895,66.9576,-1.58696,24.1859
3647913,66.6677,-1.28178,22.6447
3647930,67.4001,-1.17496,22.7515
3647947,67.5832,-1.19022,23.6366
3647960,68.1021,-1.63274,22.5379
3648004,72.3441,-0.80874,24.0944
3648017,73.0918,-1.03763,24.7658
3648030,73.5038,-0.0915555,24.2012
3648043,75.3349,-0.396741,23.7281
3648056,77.578,-0.625629,25.0099
3648075,78.0206,1.14444,24.6284
3648092,79.4397,1.54118,24.8726
3648109,82.4,1.70904,24.5369
3648122,84.0175,0.839259,25.2083
3648140,85.7112,2.24311,24.5064
3648157,88.0764,2.48726,25.2693
3648170,89.3887,3.20444,25.8034
3648183,91.113,2.92978,26.2154
3648196,93.6308,3.7843,26.3375
3648209,95.7518,3.72326,27.0394
3648225,97.9797,5.84429,26.0628
3648240,100.269,5.75274,27.7108
3648253,102.13,4.91348,25.7271
3648268,104.221,6.66829,28.1228
3648283,105.869,7.66015,28.5806
3648301,107.166,9.38444,27.3904
3648318,108.631,10.4678,29.5877
3648335,108.753,12.1464,27.9397
3648379,109.149,14.832,28.0007
3648397,107.547,16.7547,28.0923
3648414,108.295,18.3721,27.3293
3648427,106.586,19.5624,27.3293
3648440,105.792,20.4474,26.8258
3648453,103.9,21.073,26.3375
3648466,102.359,22.1717,25.3456
3648485,102.39,23.8044,24.4301
3648498,101.108,23.9875,24.4148
3648511,99.3835,23.9418,21.9123
3648524,98.88,25.0252,22.2633
3648537,97.5219,24.4301,21.5308
3648555,96.3927,25.7576,20.188
3648572,96.2706,25.544,17.8838
3648589,94.6684,26.7342,18.1738
3648604,93.0509,26.1849,17.1819
3648622,92.4863,26.78,15.595
3648639,91.525,26.9173,14.2979
3648652,91.1283,26.9021,12.5736
3648667,90.1669,26.8105,11.1393
3648680,88.1069,26.2612,9.62859
3648693,88.4732,27.131,7.81274
3648706,87.9849,26.1849,7.15659
3648750,85.9249,26.3527,3.14341
3648766,84.9178,26.4748,0.183111
3648785,85.0551,26.0018,-0.976592
3648802,86.3063,26.1544,-2.02948
3648819,86.3216,24.4758,-3.44859
3648833,86.7794,24.2927,-5.60015
3648851,86.7641,22.9652,-6.21052
3648868,87.0846,22.0344,-8.72829
3648883,88.6105,21.7597,-9.17081
3648896,89.7244,20.127,-11.0172
3648909,90.7773,19.4098,-11.2766
3648922,91.3419,19.6692,-11.5513
3648935,91.174,17.3193,-12.6041
3648950,90.2585,16.7547,-14.42
3648963,92.7458,15.7018,-13.7944
3648980,91.3572,14.2979,-15.5187
3649003,91.6623,12.6499,-17.1056
3649016,89.4955,12.9704,-16.5105
3649033,89.5566,10.4526,-18.3264
3649050,89.0225,8.02637,-19.2419
3649063,87.9543,6.85141,-19.2419
3649082,86.9015,6.05792,-18.8299
3649129,85.0093,1.7243,-19.5624
3649142,83.9717,1.25126,-18.2653
3649155,82.7357,-0.579852,-19.1961
3649168,81.576,-1.26652,-19.776
3649181,81.6523,-2.74667,-19.5776
3649194,81.4234,-3.61644,-18.9978
3649207,79.989,-3.52489,-19.2419
3649220,80.813,-5.49333,-19.0283
3649235,80.4315,-6.31733,-18.4942
3649250,77.8527,-7.99585,-19.3793
3649268,78.1426,-8.10266,-17.7313
3649288,77.8375,-9.64385,-17.243
3649305,77.4865,-10.6052,-16.5716
3649318,77.3492,-10.6967,-16.1748
3649336,77.9443,-11.185,-14.5726
3649353,76.3573,-11.6581,-14.1453
3649366,76.8914,-12.8941,-13.5655
3649380,77.4102,-13.657,-11.8412
3649393,77.7917,-13.8554,-12.6499
3649406,78.28,-12.6804,-12.5736
3649419,78.7835,-13.5197,-10.6662
3649432,79.5312,-14.7099,-10.4526
3649445,80.0958,-12.9246,-9.18607
3649458,79.3786,-14.2521,-8.88089
3649502,81.4234,-14.0538,-7.95007
3649520,80.9503,-14.9541,-7.53807
3649541,81.8201,-13.9775,-6.21052
3649558,83.1019,-14.0538,-4.73037
3649572,83.3308,-12.6499,-3.46385
3649590,83.8954,-14.6794,-4.77615
3649609,85.0093,-14.2521,-5.00504
3649622,85.5281,-12.5584,-3.61644
3649637,87.5423,-11.9175,-3.296
3649650,88.5189,-13.0619,-2.67037
3649663,87.4508,-11.8107,-0.778222
3649676,88.0001,-11.2918,-2.91452
3649689,90.9452,-12.4516,-2.83822
3649704,92.0286,-10.9867,-2.33467
3649718,91.586,-11.3987,-2.36518
3649732,92.9441,-10.5289,-2.41096
3649750,94.6379,-10.4984,-2.02948
3649767,95.4314,-10.4831,-2.16681
3649785,97.8423,-9.94903,-3.23496
3649800,98.4222,-9.41496,-2.07526
3649817,98.7274,-10.1627,-2.62459
3649834,99.2004,-10.1932,-3.28074
3649878,101.062,-9.26237,-4.54726
3649891,101.352,-8.97244,-4.82192
3649904,100.665,-8.81985,-5.70696
3649917,100.97,-8.07215,-4.8677
3649930,101.215,-7.21763,-6.1037
3649943,100.223,-7.27866,-6.53096
3649956,98.9105,-8.05689,-5.72222
3649969,98.9258,-7.72118,-7.24815
3649984,97.705,-9.10978,-7.49229
3650002,95.4314,-8.19422,-8.85037
3650019,95.1415,-9.7354,-8.83511
3650036,94.348,-11.124,-8.9114
3650051,94.6684,-9.87274,-9.3234
3650068,93.7223,-11.887,-9.29289
3650087,94.1649,-10.5594,-9.64385
3650100,95.0499,-11.7191,-8.97244
3650113,93.6155,-12.8025,-8.19422
3650126,95.3246,-11.948,-7.20237
3650139,95.5687,-12.7262,-6.07318
3650152,95.9044,-14.1453,-5.96637
3650165,96.881,-14.2827,-5.87481
3650178,96.6674,-13.8096,-4.22681
3650191,97.5829,-15.5187,-5.05081
3650204,99.1546,-13.9164,-3.40281
3650252,103.183,-15.3966,-0.0762963
3650274,105.579,-16.419,1.87689
3650292,108.798,-15.6865,3.00607
3650305,110.309,-15.8086,3.55541
3650322,112.69,-15.1677,4.89822
3650341,116.199,-15.2287,9.33866
3650354,118.976,-15.4271,8.39259
3650367,120.792,-14.4353,10.0101
3650380,123.844,-14.5268,11.9785
3650395,125.935,-12.2532,14.3437
3650410,131.382,-12.4668,15.244
3650423,134.175,-12.1769,15.8544
3650436,136.845,-9.30815,17.3498
3650449,139.729,-11.1087,18.0212
3650462,142.949,-8.22474,20.188
3650479,146.687,-6.57674,21.1951
3650497,151.234,-6.25629,21.9581
3650514,154.012,-3.54015,24.6437
3650528,155.614,-2.51778,25.1015
3650545,157.46,-1.03763,27.0394
3650566,159.78,2.51778,26.7647
3650580,160.237,3.98267,27.6345
3650624,160.375,9.55229,27.4667
3650637,159.169,11.0477,26.7953
3650650,158.757,11.948,25.483
3650663,158.238,13.7028,25.2388
3650676,157.109,15.0609,24.0028
3650689,156.88,16.5258,23.5298
3650702,155.4,18.3111,23.1788
3650715,155.354,18.5553,22.0954
3650732,153.325,19.8523,20.3406
3650749,153.981,21.2409,20.0201
3650766,151.891,22.0496,16.541
3650779,154.027,22.2175,16.4953
3650797,152.15,23.1178,13.3824
3650814,152.684,23.6213,12.4973
3650828,151.936,24.72,11.1545
3650845,151.158,23.8044,9.46074
3650860,152.089,24.1707,6.43941
3650873,152.684,23.957,6.45466
3650888,153.92,24.5216,5.40178
3650901,154.622,24.9184,4.24207
3650914,154.622,23.4382,2.472
3650927,153.981,22.66,0.625629
3650940,155.614,22.8736,0.0915555
3650964,157.994,19.6997,-1.83111
3651014,164.739,18.0059,-2.884
3651031,166.143,15.4271,-5.09659
3651045,168.401,15.3813,-3.73852
3651062,169.24,12.6347,-4.77615
3651079,171.621,12.1464,-6.11896
3651094,173.666,10.8341,-4.47096
3651113,173.742,8.88089,-4.83718
3651126,176.29,9.79644,-4.66933
3651139,176.138,8.62148,-4.25733
3651152,177.572,6.94296,-3.32652
3651165,177.297,7.59911,-2.99081
3651178,178.564,6.13422,-3.47911
3651191,178.823,5.92059,-0.869778
3651206,179.006,3.20444,-1.34281
3651223,180.776,4.80667,0.442518
3651240,179.205,3.05185,0.640889
3651258,179.434,2.65511,1.11393
3651271,180.212,3.83007,2.48726
3651288,180.288,2.3957,2.71615
3651306,178.381,3.40281,3.708
3651320,178.381,3.35704,4.80667
3651333,179.678,2.68563,3.11289
3651376,177.602,3.15867,5.29496
3651393,176.946,3.25022,5.12711
3651406,176.946,3.08237,6.50044
3651419,177.892,3.32652,5.73748
3651436,175.726,3.2197,6.08844
3651449,176.977,4.79141,5.66118
3651466,177.404,3.76904,4.65407
3651484,178.03,3.3723,4.91348
3651499,177.19,2.73141,4.89822
3651516,177.725,3.44859,3.31126
3651533,177.358,2.99081,2.44148
3651546,177.984,2.63985,1.70904
3651559,177.74,2.65511,1.26652
3651572,176.733,1.7243,0.732444
3651585,177.877,1.03763,0.350963
3651598,177.648,0.335704,-2.01422
3651615,177.45,0.274667,-1.63274
3651630,174.841,0,-2.73141
3651643,175.802,-1.12918,-2.3957
3651656,174.49,-1.93793,-2.91452
3651673,174.764,-2.70089,-3.79955
3651690,173.208,-3.15867,-3.60118
3651707,173.177,-5.11185,-3.55541
3651750,170.66,-8.19422,-3.83007
3651767,168.004,-10.3763,-2.5483
3651785,168.432,-12.5278,-2.10578
3651801,167.486,-14.6641,-1.92267
3651816,167.364,-14.832,-1.17496
3651829,168.432,-16.0985,0.396741
3651842,167.791,-15.9917,0.671407
3651855,168.691,-17.7007,0.488296
3651868,168.844,-17.9601,1.99896
3651881,168.004,-18.3721,3.93689
3651898,168.783,-20.1727,5.09659
3651911,168.828,-20.9815,5.82904
3651928,169.546,-20.6305,6.79037
3651945,170.202,-20.2643,8.63674
3651962,171.438,-20.9662,10.773
3651976,171.239,-20.8289,11.4444
3651995,173.482,-19.5624,12.6041
3652012,173.208,-20.1117,13.8249
3652025,173.62,-19.4861,14.4658
3652038,174.261,-18.8452,15.1372
3652051,176.092,-18.3721,17.5481
3652064,175.527,-18.601,16.2816
3652077,176.656,-17.7007,16.7394
3652121,177.175,-14.5878,18.1585
3652134,175.832,-15.3508,17.5024
3652155,176.092,-13.7028,18.3721
3652173,176.504,-11.0172,17.6244
3652190,174.581,-11.1087,15.6102
3652204,173.879,-11.0324,16.6936
3652221,173.452,-11.124,13.8859
3652238,172.567,-10.6662,14.1911
3652251,172.826,-9.75066,13.2603
3652264,169.79,-9.75066,11.3834
3652277,168.889,-9.72015,12.2684
3652290,168.813,-9.82696,11.1087
3652305,167.608,-10.1474,9.91852
3652318,166.89,-10.3916,9.58281
3652331,165.624,-9.58281,8.51466
3652344,165.685,-9.91852,7.08029
3652357,164.357,-10.3,7.004
3652374,163.305,-9.75066,5.72222
3652391,162.084,-10.9104,4.18104
3652411,161.122,-10.8798,2.86874
3652425,160.787,-10.6815,2.15155
3652442,160.558,-11.4902,2.21259
3652459,159.856,-11.6733,0.885037
3652503,159.49,-12.421,-0.350963
3652518,159.078,-13.535,-1.83111
3652531,157.842,-14.4658,-1.81585
3652544,158.62,-15.1524,-0.991852
3652557,157.537,-15.656,-2.51778
3652570,158.437,-16.1138,-1.96844
3652583,157.888,-17.7618,-3.08237
3652596,158.3,-15.5492,-2.19733
3652609,158.65,-16.4953,-2.06
3652628,158.3,-18.4942,-3.17392
3652645,158.208,-18.6468,-1.7243
3652664,157.704,-18.2348,-2.60933
3652677,157.46,-18.9978,-2.18207
3652694,156.59,-19.4555,-0.747703
3652711,157.903,-18.7231,-0.640889
3652724,158.208,-19.425,-2.22785
3652737,157.765,-19.1656,-0.381481
3652750,156.789,-18.4637,-0.701926
3652765,157.857,-18.5095,0.183111
3652778,156.316,-18.7994,0.961333
3652791,156.774,-18.6926,0.778222
3652806,157.002,-17.5176,1.28178
3652819,156.209,-17.2277,1.26652
3652832,156.697,-16.3274,1.90741
3652879,154.79,-13.9164,3.17392
3652896,154.302,-13.5807,2.1363
3652914,153.783,-11.4139,2.24311
3652927,153.523,-10.8341,4.15052
3652946,153.325,-9.26237,2.8077
3652963,152.226,-8.9877,2.09052
3652976,152.303,-7.18711,3.26548
3652989,152.028,-6.9277,3.60118
3653004,151.57,-4.83718,2.42622
3653017,151.769,-4.69985,2.89926
3653030,151.967,-3.03659,3.05185
3653043,150.853,-2.3957,0.671407
3653056,151.082,-0.717185,1.67852
3653069,151.143,-0.0457778,0.885037
3653082,150.792,0.320444,0.991852
3653101,150.41,2.76193,-0.991852
3653118,150.212,2.85348,-1.3123
3653135,149.8,4.51674,-2.1363
3653148,148.885,4.56252,-3.47911
3653171,147.893,6.83615,-3.43333
3653188,146.55,6.27155,-4.89822
3653202,145.375,6.88192,-5.38652
3653245,143.086,8.33155,-7.11081
3653258,142.277,8.17896,-8.94192
3653271,141.209,8.39259,-8.42311
3653284,141.179,9.3997,-9.29289
3653297,140.339,8.71303,-9.49126
3653312,139.027,8.02637,-9.21659
3653325,139.47,7.32444,-7.69066
3653338,138.234,7.50755,-8.33155
3653355,139.256,7.53807,-8.48415
3653372,136.647,7.3397,-10.0864
3653389,136.738,8.07215,-9.36918
3653404,136.586,6.14948,-7.21763
3653423,136.601,7.20237,-8.75881
3653440,136.235,6.62252,-7.72118
3653453,136.006,6.68355,-6.85141
3653466,135.823,6.80563,-8.07215
3653479,135.67,5.72222,-7.30918
3653492,136.738,6.04267,-6.89718
3653505,136.54,6.5157,-6.77511
3653520,136.753,6.85141,-6.31733
3653533,136.113,7.29392,-5.56963
3653546,137.074,6.88192,-4.62355
3653559,137.684,6.50044,-3.23496
3653576,137.532,7.73644,-2.65511
3653623,139.21,9.21659,-1.96844
3653642,139.5,9.15555,0.106815
3653655,139.592,10.1321,-1.17496
3653672,141.24,10.4984,-0.732444
3653689,140.95,11.2766,0.518815
3653706,140.904,11.9022,0.778222
3653719,141.469,12.009,1.1597
3653732,141.408,12.7567,2.10578
3653747,141.713,14.0538,1.9837
3653760,141.057,12.7873,1.08341
3653773,141.209,14.0996,2.22785
3653786,141.682,12.9093,0.824
3653799,141.438,14.4047,0.473037
3653813,141.835,14.9236,1.20548
3653830,141.026,15.305,2.56355
3653847,142.125,16.4342,1.51067
3653866,142.613,16.7852,1.29704
3653879,143.193,17.0751,2.38044
3653896,142.827,16.8462,0.824
3653914,143.559,18.0059,1.75481
3653927,143.269,16.892,0.885037
3653940,143.117,17.6244,0.19837
3653956,142.735,18.3264,-1.28178
3653999,142.17,18.2196,-0.625629
3654014,142.582,18.7078,-1.09867
3654027,142.17,18.8299,-1.5717
3654044,141.758,17.9144,-2.15155
3654061,142.003,18.0059,-1.96844
3654078,142.506,16.9378,-1.60222
3654093,141.728,19.0741,-2.15155
3654110,142.277,16.6784,-4.13526
3654128,141.163,16.0375,-4.79141
3654141,142.216,15.1372,-5.37126
3654154,141.499,15.595,-5.37126
3654167,142.72,15.3966,-5.82904
3654180,143.773,14.2216,-5.66118
3654193,144.185,12.1616,-4.79141
3654211,145.756,12.009,-5.64592
3654224,145.07,11.2918,-4.88296
3654237,145.94,11.4597,-5.49333
3654250,147.267,10.2084,-5.92059
3654269,147.633,10.0711,-5.50859
3654286,148.564,7.67541,-6.95822
3654303,148.152,4.74563,-5.72222
3654318,149.205,4.40992,-5.47807
3654336,150.807,4.36415,-6.08844
3654384,153.294,-0.686666,-4.07422
3654398,153.447,-1.08341,-5.12711
3654412,155.034,-1.77007,-4.10474
3654425,155.171,-4.05896,-4.73037
3654438,155.019,-5.60015,-5.23392
3654451,156.575,-6.72933,-3.02133
3654464,156.758,-5.53911,-3.83007
3654477,157.277,-7.06503,-2.45674
3654492,157.43,-9.49126,-2.25837
3654505,159.322,-10.1321,-0.488296
3654524,160.268,-10.3916,0.656148
3654541,160.649,-12.1006,1.1597
3654558,161.748,-12.421,1.93793
3654573,162.511,-12.6347,3.87585
3654590,162.877,-13.2298,4.66933
3654607,162.969,-14.6336,4.28785
3654620,164.846,-13.6265,6.19526
3654633,165.029,-14.3437,6.53096
3654646,166.677,-14.7557,8.30103
3654661,166.417,-14.008,8.59096
3654674,166.097,-14.8015,9.53703
3654687,168.661,-15.0304,10.1321
3654700,168.264,-14.2827,10.0864
3654719,169.637,-14.7404,13.245
3654766,171.239,-14.069,14.8473
3654780,171.377,-13.535,14.6336
3654797,171.606,-13.5807,14.4658
3654814,172.109,-12.4516,15.1524
3654830,171.468,-12.2379,15.5187
3654847,171.85,-12.4058,15.6713
3654864,171.56,-11.4597,17.0293
3654877,171.239,-11.6428,16.9988
3654890,169.82,-10.9104,16.6021
3654903,169.729,-9.3234,16.7852
3654917,169.057,-10.7883,15.7323
3654930,168.34,-9.21659,17.2887
3654943,168.096,-9.29289,15.9459
3654956,167.47,-9.00296,15.7476
3654969,167.226,-8.74355,16.953
3654982,165.944,-8.74355,15.6255
3655003,164.251,-6.65304,13.7638
3655022,162.236,-8.17896,12.0548
3655039,163.381,-6.08844,14.4047
3655052,161.657,-7.88903,13.4129
3655070,159.764,-6.77511,13.2908
3655087,159.703,-6.18,11.5513
3655101,158.605,-6.16474,11.3071
3655145,156.896,-6.69881,9.09452
3655158,156.774,-4.57778,8.56044
3655171,156.545,-6.05792,9.18607
3655184,155.858,-5.70696,7.85852
3655197,155.065,-4.944,7.29392
3655210,153.584,-5.79852,7.23289
3655223,154.18,-5.29496,6.08844
3655236,153.462,-6.86666,6.13422
3655259,152.287,-5.43229,5.66118
3655277,151.769,-5.2797,6.5157
3655296,149.922,-4.74563,5.75274
3655309,149.937,-4.80667,6.77511
3655328,149.556,-4.57778,6.5157
3655345,148.244,-3.6317,5.32548
3655358,147.13,-4.08948,6.89718
3655371,146.55,-2.62459,7.61437
3655384,146.626,-2.62459,7.55333
3655397,145.268,-2.34993,6.66829
3655410,143.696,-2.22785,7.37022
3655425,143.895,-1.34281,8.48415
3655438,142.201,-1.58696,6.69881
3655451,142.308,-0.152593,6.43941
3655464,141.865,0.274667,9.52178
3655482,140.233,0.488296,8.28578
3655530,138.92,3.89111,7.96533
3655549,137.761,5.75274,8.34681
3655562,137.074,6.33259,9.20133
3655580,136.387,7.72118,6.77511
3655597,133.854,8.52992,7.87378
3655610,134.19,9.50652,7.29392
3655623,133.976,10.2695,6.25629
3655636,132.542,11.4292,5.67644
3655649,132.527,12.6804,5.18815
3655664,131.016,12.711,3.35704
3655677,130.192,13.6418,2.83822
3655690,130.161,15.0456,1.37333
3655705,127.705,15.8544,1.05289
3655718,128.056,17.4108,0.747703
3655736,125.782,17.365,-1.93793
3655753,123.508,18.7536,-3.73852
3655772,120.838,18.4484,-5.56963
3655787,119.419,18.128,-7.67541
3655805,117.649,17.3345,-8.11792
3655823,116.001,19.7302,-10.2695
3655836,113.468,19.4555,-10.8798
3655849,111.911,19.9896,-11.5207
3655892,105.976,18.3721,-16.2358
3655905,101.962,18.4332,-17.8533
3655918,101.077,18.0059,-18.1738
3655933,98.0712,16.0375,-19.5166
3655946,97.5524,16.4342,-20.188
3655966,94.0733,15.5644,-22.4769
3655985,92.8068,14.2979,-24.2164
3656002,90.762,13.535,-25.0404
3656019,89.114,12.9398,-25.9713
3656036,88.1222,11.9938,-25.1473
3656053,87.0846,10.8188,-27.8481
3656066,85.4061,9.38444,-27.253
3656079,84.3684,8.43837,-27.6345
3656092,83.9717,6.97348,-28.0465
3656105,84.8109,7.53807,-28.0007
3656118,82.3847,6.63778,-28.5195
3656133,82.0795,5.40178,-28.7179
3656146,82.6746,4.54726,-29.313
3656159,82.7509,3.93689,-28.7637
3656172,81.4386,2.33467,-28.901
3656190,80.6299,1.14444,-28.6721
3656207,81.5912,-0.106815,-29.313
3656224,81.3471,-1.14444,-29.5877
3656267,82.0338,-4.83718,-28.5958
3656286,83.7886,-6.46992,-25.7881
3656303,84.109,-9.01822,-26.5053
3656321,85.1466,-8.81985,-25.0862
3656336,86.1843,-9.99481,-24.8726
3656349,86.0622,-11.2156,-24.3538
3656362,88.1222,-11.475,-22.4158
3656375,88.2443,-11.475,-21.7444
3656388,89.9686,-13.2603,-20.9967
3656401,90.0143,-13.1382,-19.6234
3656414,89.8007,-12.8483,-17.655
3656428,91.7234,-14.9541,-18.1738
3656446,91.8149,-15.3813,-17.7465
3656463,92.5016,-16.3884,-16.129
3656480,94.1343,-17.1361,-13.947
3656494,95.2178,-15.9459,-13.0161
3656512,95.1262,-16.541,-12.1921
3656531,96.9878,-17.0446,-10.0406
3656544,96.9115,-16.9225,-8.74355
3656557,97.8118,-16.7394,-8.40785
3656573,97.1252,-16.6936,-7.59911
3656586,96.0417,-16.892,-6.97348
3656599,95.8129,-16.6173,-7.29392
3656642,97.5982,-16.4647,-3.18918
3656657,95.6755,-16.1596,-3.46385
3656676,96.0265,-15.1524,-3.08237
3656693,96.9115,-15.5644,-2.41096
3656710,95.7671,-15.5187,-2.79244
3656723,96.2706,-15.3813,-1.1597
3656741,95.9044,-16.129,-0.381481
3656758,95.7823,-15.1677,-0.717185
3656771,96.057,-15.8086,-1.22074
3656784,96.8963,-15.7933,-0.503555
3656797,95.4466,-14.771,0.671407
3656810,97.2015,-14.9236,0.396741
3656829,96.1333,-15.6255,-0.0457778
3656842,95.2635,-15.656,0.80874
3656855,95.5229,-13.9927,1.48015
3656868,94.6684,-14.3437,0.183111
3656881,96.53,-15.717,1.3123
3656899,96.2096,-15.3508,0.885037
3656918,96.881,-16.9836,2.25837
3656937,98.0865,-16.9836,2.30415
3656950,97.1557,-16.0985,2.68563
3656968,98.5137,-16.2664,4.25733
3656985,99.1699,-16.8767,2.8077
3657029,101.276,-16.2511,5.72222
3657042,102.725,-16.6326,5.43229
3657055,103.275,-17.9296,6.16474
3657068,105.06,-17.3193,8.46889
3657081,105.731,-16.7089,8.40785
3657094,105.686,-18.0975,8.77407
3657110,106.418,-16.9378,8.85037
3657123,107.868,-17.3803,10.9104
3657138,108.371,-18.3569,11.5818
3657156,109.348,-17.9754,12.9093
3657173,108.783,-18.3264,12.6194
3657190,109.76,-17.9296,15.1982
3657203,108.951,-17.9144,15.6102
3657226,109.607,-17.7618,15.5187
3657243,109.79,-18.0059,16.5716
3657258,110.66,-18.0975,19.7302
3657271,110.584,-18.0975,18.7841
3657284,109.378,-17.2887,20.0812
3657299,108.997,-17.4871,20.7678
3657312,108.966,-17.1056,22.0191
3657325,109.424,-17.5176,21.897
3657345,110.34,-16.7547,24.7353
3657358,109.073,-15.9154,24.2775
3657405,110.202,-13.6876,28.9773
3657422,111.408,-12.6652,29.6945
3657442,109.943,-11.0935,30.9
3657455,111.85,-9.7354,31.6477
3657472,111.164,-10.2695,31.5714
3657489,112.705,-9.14029,32.1207
3657502,112.461,-6.98874,33.0821
3657515,113.88,-6.16474,34.2418
3657530,113.498,-5.08133,33.5398
3657543,114.551,-2.82296,34.8521
3657556,114.963,-1.61748,35.3099
3657569,115.329,-1.43437,36.0271
3657582,117.786,0.900296,36.0271
3657595,117.557,2.9603,36.8053
3657608,117.817,3.32652,35.432
3657627,118.625,5.40178,36.2407
3657645,119.236,7.3397,36.1492
3657662,119.266,8.69777,35.2031
3657677,119.785,11.475,34.8827
3657694,119.236,12.4821,32.8227
3657711,118.366,14.481,33.6314
3657725,117.725,14.8625,31.1441
3657768,113.651,18.5858,28.3212
3657781,111.927,19.6997,27.7718
3657795,108.982,19.776,27.0089
3657808,106.723,20.0201,24.9947
3657821,104.877,20.5237,23.9265
3657836,103.076,21.6376,23.484
3657851,99.7192,20.7221,22.1412
3657864,96.9573,22.8431,19.1198
3657885,93.1272,22.5532,19.1046
3657902,89.8465,22.248,17.2124
3657919,86.993,22.0191,15.1524
3657932,85.4366,22.8278,14.7404
3657950,82.9493,24.3233,13.7333
3657967,79.5923,22.4311,12.0701
3657981,78.3105,21.8818,12.1158
3657994,76.3878,21.6224,10.3305
3658007,74.0684,22.187,8.77407
3658020,72.5272,21.9123,9.70489
3658035,70.8029,22.0954,7.14133
3658050,67.9647,21.5308,5.92059
3658063,67.9189,22.4616,5.18815
3658076,65.7979,21.424,4.12
3658089,63.0207,22.5532,3.38755
3658106,61.0981,23.0415,3.35704
3658154,56.1998,20.5847,-1.77007
3658173,55.3301,20.2033,-3.58592
3658186,53.5447,19.7913,-3.05185
3658203,52.2019,20.6,-2.3957
3658220,50.5387,18.7841,-5.63066
3658235,48.4939,18.5858,-6.13422
3658248,49.0585,19.1809,-6.592
3658261,47.7462,18.952,-5.85955
3658274,47.7615,18.6773,-6.43941
3658287,47.5936,16.8462,-9.30815
3658302,46.9832,18.1738,-9.09452
3658315,46.1592,18.54,-10.9409
3658328,46.8001,18.7384,-9.44548
3658343,46.6323,18.0517,-10.4068
3658360,47.0443,17.1667,-10.8951
3658377,47.7309,17.2582,-12.4821
3658396,46.8154,17.6702,-12.9093
3658409,47.2732,16.8004,-13.7333
3658426,48.1277,16.8615,-13.3976
3658444,49.028,17.1361,-13.5655
3658457,48.4176,16.831,-13.8707
3658470,48.0056,16.3121,-14.1453
3658483,47.1358,16.0985,-15.183
3658527,46.9527,16.129,-15.6407
3658542,46.6323,17.0598,-15.5339
3658555,45.0911,16.5716,-16.0527
3658568,45.1827,17.1667,-16.2511
3658585,44.2824,17.1209,-15.6407
3658602,43.0006,16.7852,-16.7089
3658619,41.8104,17.6092,-15.4881
3658632,39.6893,17.1514,-17.4413
3658649,38.9264,16.2053,-17.5787
3658666,37.2936,18.1433,-17.2582
3658681,35.5693,17.5939,-18.4179
3658694,34.5775,16.4647,-17.8381
3658707,33.0821,17.365,-18.6773
3658720,30.961,18.2653,-17.6092
3658733,30.1981,18.3416,-16.8157
3658748,28.8858,18.2806,-17.5481
3658761,27.0241,18.4332,-18.0364
3658774,24.8268,17.8228,-18.3416
3658787,22.7973,17.8838,-17.8533
3658804,21.6224,18.2196,-18.0059
3658822,19.7302,17.2582,-18.0364
3658839,17.9907,17.2735,-18.6163
3658854,14.9846,17.1667,-17.8228
3658901,10.0864,14.771,-18.479
3658918,6.77511,14.832,-18.4332
3658935,4.21155,14.008,-18.3721
3658949,2.12104,14.2674,-18.2043
3658962,1.236,14.6489,-17.7923
3658975,-0.061037,13.4739,-17.4566
3658988,-0.778222,13.2756,-18.3111
3659001,-3.83007,12.2684,-18.0212
3659014,-4.97452,12.4058,-16.7394
3659027,-6.1037,11.7496,-17.6397
3659040,-8.07215,11.5665,-17.4413
3659059,-10.361,10.7425,-17.4566
3659076,-12.2532,8.9114,-17.365
3659093,-13.123,8.9114,-17.1972
3659106,-17.2277,7.70592,-17.0293
3659123,-18.7841,6.95822,-16.5105
3659140,-20.127,6.63778,-16.7089
3659155,-22.5227,4.83718,-16.6936
3659168,-24.2164,4.62355,-15.8086
3659183,-26.017,3.43333,-17.5787
3659196,-27.192,2.62459,-16.4495
3659209,-28.6264,2.70089,-14.8473
3659224,-30.1065,0.930815,-15.8391
3659267,-36.2255,-1.09867,-15.3661
3659284,-38.1024,-3.25022,-16.7547
3659302,-40.3302,-3.20444,-16.0375
3659319,-42.9548,-4.66933,-17.655
3659332,-44.847,-5.50859,-17.8991
3659350,-48.3108,-7.08029,-17.9296
3659367,-51.3932,-7.828,-18.8147
3659380,-51.9272,-8.78933,-18.7078
3659393,-55.1927,-8.74355,-18.9367
3659406,-56.1083,-10.0406,-19.425
3659419,-58.7024,-9.84222,-20.0659
3659439,-61.0523,-10.0864,-19.1351
3659454,-65.2943,-9.84222,-20.3864
3659467,-68.1784,-11.0935,-20.2185
3659480,-69.1092,-11.4902,-21.1798
3659505,-74.1295,-11.887,-22.721
