tick,accX,accY,accZ
3475599,-10.1453,0.725691,-0.754431
3475612,-10.0303,0.783171,-0.632285
3475625,-10.1884,0.912502,-0.560435
3475640,-10.7345,0.912502,-0.330513
3475653,-10.5549,0.962798,-0.308958
3475666,-10.756,1.00591,-0.0574805
3475679,-10.8494,0.898132,-0.0215552
3475692,-10.3249,0.919688,0.100591
3475705,-10.1453,0.783171,0.193997
3475724,-10.4614,0.919688,0.402363
3475743,-10.9428,0.883762,0.352068
3475760,-11.2159,0.797541,0.402363
3475803,0.229922,11.5033,-190.347
3475821,-11.3093,0.890947,0.617915
3475840,-11.3524,0.998723,0.783171
3475859,-11.5967,0.962798,0.546064
3475872,-10.8997,0.919688,0.632285
3475885,-10.3824,0.869392,0.510139
3475898,-10.6195,0.912502,0.661025
3475911,-10.9644,1.09931,0.948428
3475924,-11.0794,0.955613,0.732876
3475939,-11.2302,1.06339,0.804727
3475953,-11.0937,1.01309,0.704136
3475966,-10.4183,0.898132,0.546064
3475991,-10.3537,0.934058,0.546064
3476011,-10.8351,0.962798,0.452659
3476028,-10.8207,0.905317,0.474214
3476041,-11.0219,0.998723,0.445474
3476060,-9.72138,0.862207,0.287402
3476077,-9.70701,0.890947,0.294587
3476091,-10.6986,1.06339,0.172441
3476104,-10.5333,1.02028,0.273032
3476117,-10.3465,1.11368,-0.0790356
3476130,-10.8063,1.09931,-0.100591
3476174,0.229922,11.5033,-190.347
3476187,-10.5549,1.15679,-0.0215552
3476200,-10.1597,1.00591,-0.129331
3476218,-10.6411,1.1065,0.158071
3476235,-10.2315,1.21427,0
3476254,-9.34058,0.998723,-0.237107
3476267,-10.1022,1.03465,-0.0574805
3476285,-10.8566,1.19272,-0.143701
3476302,-10.8566,1.14961,-0.280217
3476315,-10.9141,1.04183,-0.0431104
3476328,-10.5189,1.07057,-0.215552
3476341,-9.69264,0.862207,-0.158071
3476354,-9.69264,0.819097,-0.193997
3476372,-10.6554,0.984353,-0.287402
3476387,-11.0722,0.890947,-0.294587
3476400,-10.9788,1.22146,-0.273032
3476415,-11.4817,1.20709,-0.387993
3476433,-10.4614,1.09931,-0.150886
3476450,-10.5189,1.06339,-0.150886
3476467,-11.3165,1.15679,-0.208367
3476481,-11.1368,1.14242,-0.208367
3476499,-11.5248,1.21427,-0.122146
3476518,-10.8925,1.04902,-0.0790356
3476562,0.229922,11.5033,-190.347
3476575,-11.3883,0.740061,0.136516
3476588,-11.6685,0.804727,0.373623
3476601,-11.9272,0.58199,0.330513
3476614,-11.4674,0.589175,0.409548
3476630,-10.8566,0.337698,0.280217
3476645,-11.0434,0.186812,0.251477
3476662,-11.1297,0,0.352068
3476680,-10.9141,-0.215552,0.280217
3476697,-10.9788,-0.352068,0.258662
3476714,-10.0447,-0.510139,0.273032
3476727,-9.87227,-0.65384,0.287402
3476745,-10.5117,-0.905317,0.143701
3476764,-10.3249,-1.09213,0.122146
3476778,-10.5549,-1.1999,-0.00718506
3476791,-10.2243,-1.22146,0.0934058
3476804,-9.70701,-1.32205,-0.0287402
3476817,-9.50583,-1.37953,-0.0646655
3476830,-10.2674,-1.55197,-0.438289
3476843,-10.4974,-1.62382,-0.467029
3476858,-10.4399,-1.77471,-0.632285
3476871,-10.6698,-1.72441,-0.696951
3476889,-10.6195,-1.81782,-0.934058
3476936,0.229922,11.5033,-190.347
3476959,-10.756,-1.65256,-1.84656
3476976,-10.8279,-1.5376,-1.88967
3476991,-10.1525,-1.47294,-1.88249
3477008,-10.2459,-1.27894,-1.94715
3477025,-11.0291,-1.15679,-2.31359
3477038,-10.9788,-1.01309,-2.29922
3477051,-11.0865,-0.797541,-2.62973
3477065,-11.0578,-0.63947,-2.47885
3477078,-10.6842,-0.61073,-2.61536
3477091,-10.0232,-0.459844,-2.41418
3477104,-10.3034,-0.402363,-2.43573
3477117,-10.5261,-0.287402,-2.47166
3477130,-10.5405,-0.165256,-2.57944
3477145,-10.7345,0.0934058,-2.6441
3477163,-10.7345,0.229922,-2.57944
3477180,-9.75012,0.150886,-2.14833
3477197,-9.85072,0.222737,-2.16989
3477210,-10.2674,0.215552,-2.34233
3477227,-10.2459,0.265847,-2.213
3477244,-10.5261,0.445474,-2.13396
3477259,-10.016,0.431104,-2.09804
3477302,0.229922,11.5033,-190.347
3477315,-10.1094,0.682581,-1.83219
3477328,-10.095,0.617915,-1.74597
3477341,-10.2531,0.761616,-1.8753
3477358,-9.78605,0.833467,-1.65975
3477371,-9.5705,0.718506,-1.73878
3477386,-9.82197,0.725691,-1.66693
3477399,-10.3249,0.502954,-1.7316
3477416,-10.2387,0.445474,-1.55916
3477437,-10.1884,0.467029,-1.55197
3477454,-9.62798,0.359253,-1.50168
3477467,-9.36213,0.301772,-1.4442
3477484,-10.0519,0.201182,-1.45138
3477501,-10.3537,-0.172441,-1.56634
3477514,-10.4255,-0.172441,-1.43701
3477527,-10.792,-0.280217,-1.54479
3477540,-10.2818,-0.222737,-1.51605
3477553,-9.59924,-0.316143,-1.41546
3477567,-9.90101,-0.323328,-1.40109
3477580,-10.6339,-0.467029,-1.55916
3477593,-10.3609,-0.495769,-1.52323
3477606,-10.6339,-0.66821,-1.70286
3477619,-10.6339,-0.747246,-1.62382
3477637,-9.83635,-0.761616,-1.67412
3477687,0.229922,11.5033,-190.347
3477704,-11.0219,-0.747246,-1.61664
3477717,-10.5692,-0.689766,-1.64538
3477734,-9.45554,-0.632285,-1.60945
3477751,-10.3968,-0.66821,-1.76034
3477766,-10.6914,-0.617915,-1.73878
3477779,-10.6339,-0.452659,-1.81063
3477792,-11.0219,-0.474214,-1.88967
3477805,-10.9644,-0.344883,-1.81782
3477818,-10.2603,-0.373623,-1.75315
3477831,-9.9082,-0.136516,-1.60227
3477844,-10.5333,-0.215552,-1.76752
3477859,-10.7417,-0.0215552,-1.65975
3477872,-10.7488,0.00718506,-1.75315
3477889,-10.8135,0.0934058,-1.56634
3477906,-10.3896,0.165256,-1.66693
3477923,-9.75731,0.222737,-1.66693
3477938,-10.2315,0.258662,-1.58071
3477955,-10.4399,0.459844,-1.36516
3477973,-10.6986,0.510139,-1.33642
3477986,-10.7776,0.61073,-1.17116
3477999,-10.6554,0.560435,-1.18553
3478012,-10.1094,0.467029,-1.02746
3478058,0.229922,11.5033,-190.347
3478073,-10.6051,0.323328,-0.840652
3478086,-10.3034,0.294587,-0.617915
3478103,-9.8579,0.172441,-0.718506
3478120,-10.1237,0.301772,-0.603545
3478137,-10.2603,0.237107,-0.488584
3478150,-10.5692,0.129331,-0.474214
3478168,-10.4686,0.143701,-0.273032
3478185,-10.1453,0.0934058,-0.380808
3478198,-9.81479,0.0431104,-0.114961
3478211,-10.1669,0.0790356,-0.316143
3478224,-10.0735,0.179626,-0.100591
3478237,-10.2315,0.193997,-0.215552
3478250,-10.2028,0.129331,0.0502954
3478265,-10.1381,-0.0215552,0.222737
3478278,-10.0232,-0.165256,0.122146
3478291,-9.82916,-0.215552,0.409548
3478304,-10.3896,-0.0934058,0.165256
3478321,-10.4111,0.0934058,0.344883
3478338,-10.4758,0.0646655,0.459844
3478355,-10.5189,-0.136516,0.380808
3478368,-9.92257,-0.186812,0.55325
3478387,-9.84353,-0.395178,0.423918
3478434,0.229922,11.5033,-190.347
3478447,-10.6626,-0.510139,0.689766
3478460,-10.1381,-0.560435,0.560435
3478477,-9.93694,-0.6251,0.517324
3478490,-10.3537,-0.589175,0.531694
3478503,-10.4255,-0.531694,0.632285
3478516,-10.4327,-0.632285,0.58199
3478529,-10.7776,-0.811912,0.55325
3478544,-10.4255,-0.890947,0.589175
3478557,-9.8076,-0.811912,0.459844
3478575,-10.0303,-0.855022,0.481399
3478592,-10.3896,-0.876577,0.502954
3478609,-10.3034,-1.07057,0.459844
3478622,-10.7345,-1.22146,0.129331
3478639,-10.2315,-1.23583,0.122146
3478656,-9.33339,-1.17116,0.0718506
3478671,-9.69983,-1.17116,0.0143701
3478684,-10.3321,-1.31487,-0.330513
3478699,-10.5261,-1.37235,-0.481399
3478712,-10.5189,-1.37235,-0.510139
3478727,-10.677,-1.32924,-0.481399
3478740,-10.1669,-1.37235,-0.819097
3478753,-9.40524,-1.22146,-0.574805
3478797,0.229922,11.5033,-190.347
3478814,-10.4327,-1.24302,-1.17835
3478831,-10.1669,-1.32205,-1.32205
3478848,-9.39806,-1.22864,-1.09213
3478863,-9.86509,-1.19272,-1.34361
3478880,-10.2387,-1.21427,-1.40109
3478897,-10.4974,-1.17835,-1.58071
3478910,-10.6483,-1.19272,-1.55197
3478923,-10.5692,-1.1999,-1.53042
3478936,-9.55613,-1.09213,-1.43701
3478951,-9.54176,-1.08494,-1.5376
3478964,-10.2315,-0.998723,-1.74597
3478981,-10.1812,-0.912502,-1.825
3478994,-10.1525,-0.969983,-1.63819
3479007,-10.368,-0.797541,-1.59508
3479020,-9.91538,-0.819097,-1.63101
3479037,-9.35495,-0.775986,-1.57353
3479054,-9.92257,-0.63947,-1.48012
3479072,-10.2818,-0.58199,-1.68849
3479085,-10.2028,-0.55325,-1.36516
3479102,-10.2603,-0.510139,-1.42983
3479119,-9.44117,-0.488584,-1.24302
3479133,-9.49146,-0.502954,-1.2502
3479177,0.229922,11.5033,-190.347
3479190,-10.6483,-0.416733,-1.18553
3479203,-10.1166,-0.488584,-0.926873
3479216,-9.57768,-0.55325,-1.04183
3479233,-9.54894,-0.65384,-0.768801
3479246,-10.2172,-0.696951,-0.955613
3479259,-10.0375,-0.711321,-0.833467
3479274,-10.1381,-0.775986,-0.754431
3479291,-10.5189,-1.08494,-0.804727
3479308,-9.8076,-1.38672,-0.811912
3479325,-9.86509,-1.52323,-0.675395
3479338,-10.4471,-1.55197,-0.869392
3479355,-10.4758,-1.60227,-0.819097
3479372,-10.3824,-1.81063,-0.883762
3479385,-10.4399,-1.81063,-1.07057
3479400,-9.84353,-1.79626,-1.13524
3479415,-9.82916,-1.76034,-1.28613
3479428,-10.0663,-1.78908,-1.13524
3479441,-10.3609,-1.85375,-1.45857
3479454,-10.2531,-1.8753,-1.36516
3479467,-10.5764,-1.95434,-1.59508
3479484,-10.0878,-1.76034,-1.59508
3479501,-9.86509,-1.84656,-1.71004
3479514,-9.97286,-1.88249,-1.78908
3479562,0.229922,11.5033,-190.347
3479580,-9.67109,-1.64538,-1.99026
3479593,-9.29028,-1.5879,-1.96152
3479610,-9.62798,-1.54479,-2.13396
3479627,-9.87227,-1.41546,-2.0693
3479640,-10.0303,-1.50168,-2.22018
3479653,-9.95131,-1.29331,-2.15552
3479666,-9.95849,-1.27176,-2.22737
3479680,-9.33339,-1.01309,-1.99026
3479693,-9.21843,-0.955613,-1.98308
3479706,-9.50583,-0.790356,-2.01182
3479719,-9.84353,-0.754431,-1.95434
3479734,-10.0663,-0.797541,-2.0693
3479747,-10.095,-0.524509,-1.84656
3479764,-9.8076,-0.603545,-1.84656
3479782,-9.00288,-0.423918,-1.56634
3479799,-9.60642,-0.158071,-1.46575
3479812,-9.65672,-0.186812,-1.45138
3479829,-9.93694,-0.129331,-1.43701
3479846,-10.0806,0.158071,-1.11368
3479861,-9.64953,0.0215552,-1.12087
3479876,-9.50583,0.244292,-0.991538
3479889,-9.75012,0.352068,-0.589175
3479932,0.229922,11.5033,-190.347
3479945,-9.93694,0.438289,-0.280217
3479958,-9.59924,0.316143,-0.129331
3479971,-9.82197,0.452659,-0.00718506
3479988,-10.095,0.445474,0.402363
3480005,-10.2818,0.395178,0.380808
3480024,-10.4974,0.459844,0.574805
3480037,-10.3249,0.359253,0.617915
3480054,-9.70701,0.280217,0.66821
3480071,-10.0878,0.352068,0.847837
3480086,-10.3034,0.258662,1.09213
3480099,-10.5117,0.294587,0.998723
3480114,-10.7704,0.301772,1.19272
3480127,-10.3609,0.280217,1.07057
3480140,-9.95131,0.215552,1.14242
3480153,-9.95849,0.237107,1.32205
3480170,-10.3034,0.258662,1.55916
3480185,-10.2818,0.186812,1.55916
3480202,-10.6411,0.0790356,1.52323
3480216,-10.2459,0.143701,1.67412
3480233,-9.79323,0,1.5376
3480252,-9.75731,0.0143701,1.70286
3480266,-10.0447,-0.0718506,1.5376
3480314,0.229922,11.5033,-190.347
3480331,-9.72857,-0.265847,1.51605
3480344,-9.78605,-0.251477,1.34361
3480357,-9.98005,-0.301772,1.32205
3480370,-10.3034,-0.337698,1.17835
3480383,-10.3465,-0.359253,1.17116
3480396,-10.3609,-0.273032,0.969983
3480411,-10.2243,-0.201182,0.747246
3480424,-9.52739,-0.172441,0.783171
3480437,-9.70701,-0.172441,0.524509
3480450,-9.98005,-0.0502954,0.65384
3480467,-10.4255,-0.0502954,0.316143
3480484,-10.6123,-0.00718506,0.265847
3480503,-10.5549,0.0790356,0.330513
3480516,-10.0735,0.172441,0.143701
3480537,-10.0591,0.316143,0.0215552
3480554,-10.5261,0.402363,0
3480567,-10.7273,0.459844,-0.0934058
3480582,-11.065,0.474214,-0.186812
3480595,-10.6626,0.56762,-0.0862207
3480608,-10.2674,0.56762,-0.344883
3480621,-9.90101,0.732876,-0.193997
3480634,-10.4686,0.847837,-0.467029
3480678,0.229922,11.5033,-190.347
3480695,-10.5189,1.17835,-0.294587
3480712,-10.3034,1.27176,-0.344883
3480729,-10.9788,1.42983,-0.344883
3480742,-11.1297,1.55916,-0.201182
3480759,-11.144,1.55197,-0.237107
3480777,-11.1297,1.62382,0.00718506
3480790,-10.2459,1.45138,-0.150886
3480803,-9.59924,1.45138,0.0790356
3480826,-10.5333,1.64538,-0.00718506
3480840,-10.1956,1.56634,0.129331
3480855,-10.3249,1.48731,0.222737
3480868,-10.6698,1.38672,0.0215552
3480883,-9.77886,1.23583,0.244292
3480896,-9.33339,1.21427,0.129331
3480921,-9.77886,1.18553,0.172441
3480940,-9.60642,1.1065,0.387993
3480957,-10.1022,0.977168,0.380808
3480970,-9.51302,0.948428,0.589175
3480987,-8.88792,0.732876,0.474214
3481004,-9.38369,0.574805,0.589175
3481048,0.229922,11.5033,-190.347
3481061,-9.80042,0.366438,0.869392
3481074,-9.1825,0.193997,0.783171
3481093,-9.36213,0.0431104,0.797541
3481106,-10.016,-0.129331,0.740061
3481119,-10.2172,-0.179626,0.797541
3481132,-10.174,-0.431104,0.661025
3481145,-10.4758,-0.546064,0.819097
3481158,-10.4614,-0.725691,0.510139
3481176,-9.12502,-0.675395,0.603545
3481194,-9.82197,-0.826282,0.323328
3481211,-10.3537,-1.16398,0.208367
3481224,-10.404,-1.30768,0.186812
3481242,-11.0434,-1.45138,-0.0431104
3481259,-10.7201,-1.51605,-0.00718506
3481272,-10.1022,-1.62382,-0.251477
3481287,-10.2315,-1.65975,-0.294587
3481300,-10.7201,-1.86812,-0.696951
3481316,-10.6483,-1.96871,-0.869392
3481329,-10.7201,-2.05493,-0.890947
3481342,-11.1368,-2.13396,-1.16398
3481355,-10.5477,-1.98308,-1.04183
3481368,-10.174,-1.97589,-1.22864
3481381,-10.095,-1.86093,-1.09931
3481429,0.229922,11.5033,-190.347
3481446,-10.4255,-1.97589,-1.63819
3481463,-9.85072,-1.76034,-1.5376
3481476,-9.84353,-1.80345,-1.3939
3481495,-10.6123,-1.86093,-1.64538
3481512,-10.368,-1.71723,-1.58071
3481527,-10.5333,-1.65256,-1.59508
3481541,-10.2962,-1.53042,-1.55197
3481554,-9.30465,-1.31487,-1.47294
3481567,-8.9454,-1.19272,-1.31487
3481580,-9.49865,-1.19272,-1.3939
3481601,-9.88664,-1.07776,-1.56634
3481614,-9.70701,-0.984353,-1.40827
3481627,-10.1094,-0.991538,-1.51605
3481645,-9.27591,-0.811912,-1.36516
3481662,-8.74422,-0.790356,-1.31487
3481679,-9.53457,-0.646655,-1.32924
3481694,-9.9082,-0.603545,-1.30768
3481712,-9.95849,-0.6251,-1.36516
3481729,-9.82197,-0.474214,-1.30768
3481742,-9.00288,-0.330513,-1.07057
3481755,-8.72266,-0.459844,-1.19272
3481799,0.229922,11.5033,-190.347
3481812,-10.1022,-0.143701,-1.04183
3481825,-10.2674,-0.150886,-1.09931
3481838,-9.58487,-0.0646655,-0.912502
3481854,-9.03162,-0.0502954,-0.898132
3481871,-9.82916,0,-0.826282
3481890,-10.2028,-0.0574805,-0.775986
3481907,-10.2818,-0.0790356,-0.58199
3481920,-10.5117,-0.114961,-0.488584
3481938,-9.43398,-0.150886,-0.438289
3481955,-9.59924,-0.201182,-0.438289
3481968,-10.3249,-0.237107,-0.395178
3481981,-10.6914,-0.316143,-0.438289
3481994,-10.6554,-0.344883,-0.273032
3482007,-10.9285,-0.488584,-0.488584
3482020,-10.7488,-0.510139,-0.337698
3482033,-10.1166,-0.646655,-0.308958
3482046,-9.88664,-0.6251,-0.316143
3482059,-10.5405,-0.704136,-0.215552
3482074,-10.6554,-0.811912,-0.143701
3482093,-10.598,-0.969983,-0.186812
3482114,-10.3177,-0.941243,-0.136516
3482131,-9.07473,-0.847837,-0.158071
3482174,0.229922,11.5033,-190.347
3482193,-10.3537,-0.783171,0.114961
3482210,-9.83635,-0.883762,0.114961
3482223,-9.38369,-0.790356,0
3482238,-9.5202,-0.833467,0.0215552
3482252,-9.86509,-0.919688,0.222737
3482265,-10.3177,-0.833467,0.0790356
3482278,-10.1597,-0.905317,0.0934058
3482293,-10.1597,-0.732876,-0.0502954
3482306,-9.82916,-0.747246,-0.0287402
3482319,-9.29028,-0.740061,-0.165256
3482332,-9.18969,-0.797541,-0.0862207
3482350,-9.65672,-0.775986,-0.100591
3482369,-9.99442,-0.819097,-0.280217
3482386,-10.2315,-0.826282,-0.301772
3482399,-10.2315,-0.869392,-0.193997
3482417,-10.0375,-0.912502,-0.280217
3482436,-9.95131,-0.819097,-0.294587
3482450,-10.5692,-0.948428,-0.380808
3482465,-10.598,-0.840652,-0.445474
3482478,-10.6698,-1.01309,-0.495769
3482491,-10.5908,-0.883762,-0.337698
3482504,-10.4758,-0.955613,-0.445474
3482547,-10.2746,-0.919688,-0.474214
3482560,-10.2746,-0.905317,-0.59636
3482578,-10.4327,-0.790356,-0.531694
3482596,-10.5117,-0.912502,-0.617915
3482613,-10.1812,-0.833467,-0.704136
3482626,-10.2746,-0.819097,-0.646655
3482644,-10.3968,-0.905317,-0.65384
3482665,-10.4327,-0.941243,-0.58199
3482678,-10.5046,-0.826282,-0.783171
3482691,-10.1956,-0.941243,-0.783171
3482705,-9.64235,-0.826282,-0.783171
3482718,-9.48428,-0.919688,-0.919688
3482731,-9.58487,-0.840652,-0.826282
3482745,-9.79323,-0.941243,-0.991538
3482758,-9.81479,-0.883762,-0.819097
3482771,-10.0735,-1.04902,-1.08494
3482784,-9.9082,-1.02028,-0.855022
3482803,-9.62079,-0.977168,-0.905317
3482820,-9.65672,-0.948428,-1.14242
3482837,-9.87946,-1.00591,-1.14961
3482850,-9.69983,-0.833467,-1.00591
3482868,-9.75731,-0.898132,-1.02746
3482887,-9.43398,-0.890947,-1.09213
3482931,0.229922,11.5033,-190.347
3482946,-9.81479,-0.55325,-0.926873
3482960,-9.87227,-0.560435,-0.898132
3482973,-9.9082,-0.502954,-0.890947
3482986,-9.58487,-0.474214,-0.862207
3482999,-9.4268,-0.416733,-0.689766
3483012,-9.5202,-0.488584,-0.840652
3483025,-9.64235,-0.359253,-0.63947
3483038,-9.90101,-0.323328,-0.783171
3483057,-10.0232,-0.308958,-0.775986
3483074,-9.91538,-0.229922,-0.725691
3483091,-9.69983,-0.172441,-0.66821
3483108,-9.88664,-0.179626,-0.747246
3483125,-10.0519,-0.143701,-0.689766
3483142,-10.2387,-0.100591,-0.740061
3483156,-10.2603,-0.0862207,-0.754431
3483174,-10.0663,-0.0790356,-0.696951
3483187,-9.89383,-0.129331,-0.61073
3483201,-10.1309,-0.114961,-0.56762
3483214,-10.3824,-0.186812,-0.63947
3483227,-10.2172,-0.150886,-0.65384
3483240,-10.368,-0.165256,-0.59636
3483253,-10.2243,-0.316143,-0.495769
3483297,0.229922,11.5033,-190.347
3483315,-9.75012,-0.244292,-0.438289
3483332,-9.97286,-0.229922,-0.402363
3483349,-9.87227,-0.244292,-0.387993
3483362,-9.67827,-0.287402,-0.352068
3483380,-9.63516,-0.208367,-0.258662
3483397,-9.84353,-0.265847,-0.265847
3483410,-10.095,-0.215552,-0.251477
3483429,-10.1597,-0.122146,-0.316143
3483444,-10.095,-0.158071,-0.423918
3483457,-9.60642,-0.143701,-0.344883
3483470,-9.79323,-0.201182,-0.488584
3483483,-9.92975,-0.172441,-0.301772
3483496,-9.78605,-0.114961,-0.136516
3483509,-10.016,-0.244292,-0.143701
3483522,-9.92257,-0.229922,-0.0718506
3483547,-9.4268,-0.308958,-0.0143701
3483566,-9.49146,-0.402363,0.00718506
3483583,-9.63516,-0.459844,0.186812
3483596,-9.75731,-0.55325,0.186812
3483617,-9.92975,-0.617915,0.287402
3483635,-9.80042,-0.747246,0.258662
3483679,0.229922,11.5033,-190.347
3483692,-9.54176,-0.898132,0.538879
3483706,-9.62798,-0.962798,0.65384
3483724,-9.56331,-1.00591,0.617915
3483737,-9.3765,-0.991538,0.704136
3483750,-9.31902,-1.04902,0.725691
3483763,-9.38369,-1.08494,0.768801
3483776,-9.5705,-1.14961,1.0562
3483789,-9.81479,-1.04183,1.12805
3483808,-9.94412,-1.01309,1.06339
3483831,-9.75731,-0.919688,1.15679
3483848,-9.55613,-0.855022,1.07776
3483861,-9.78605,-0.811912,1.03465
3483878,-9.96568,-0.696951,1.19272
3483895,-10.016,-0.661025,1.1999
3483910,-10.1812,-0.488584,1.27176
3483923,-10.21,-0.423918,1.22864
3483936,-10.1812,-0.352068,1.22146
3483951,-10.2243,-0.258662,1.00591
3483964,-10.1812,-0.229922,0.962798
3483977,-10.3465,-0.136516,0.847837
3483990,-10.3465,-0.129331,0.783171
3484003,-10.3752,-0.0646655,0.783171
3484047,0.229922,11.5033,-190.347
3484064,-10.0878,-0.201182,0.215552
3484081,-10.0519,-0.330513,-0.0431104
3484098,-10.21,-0.495769,-0.179626
3484113,-10.2028,-0.58199,-0.222737
3484130,-10.1597,-0.747246,-0.323328
3484147,-10.0663,-0.883762,-0.323328
3484160,-9.95849,-1.02028,-0.431104
3484173,-9.75012,-1.09213,-0.574805
3484186,-9.5202,-1.15679,-0.502954
3484199,-9.54176,-1.32924,-0.65384
3484213,-9.5202,-1.42983,-0.61073
3484230,-9.5202,-1.46575,-0.632285
3484243,-9.3765,-1.63101,-0.632285
3484256,-9.19687,-1.63819,-0.66821
3484269,-9.07473,-1.80345,-0.59636
3484287,-9.33339,-1.90404,-0.495769
3484305,-9.74294,-2.09085,-0.546064
3484324,-9.67827,-2.213,-0.560435
3484337,-9.44117,-2.213,-0.409548
3484354,-9.16813,-2.17707,-0.387993
3484371,-9.1825,-2.16989,-0.294587
3484385,-9.36932,-2.24892,-0.129331
3484429,0.229922,11.5033,-190.347
3484444,-8.81607,-2.06211,0.129331
3484457,-8.80888,-2.05493,0.208367
3484470,-9.19687,-2.01182,0.510139
3484485,-9.49865,-2.01182,0.438289
3484498,-9.40524,-1.81063,0.531694
3484511,-9.58487,-1.75315,0.560435
3484524,-9.4268,-1.60227,0.574805
3484541,-8.70829,-1.4442,0.574805
3484558,-8.82325,-1.20709,0.740061
3484575,-9.2328,-1.09213,0.819097
3484589,-9.31184,-0.926873,0.998723
3484607,-9.64235,-0.790356,1.08494
3484624,-9.52739,-0.546064,1.17116
3484637,-9.0388,-0.344883,1.07776
3484650,-8.86636,-0.193997,1.26457
3484663,-9.29028,-0.100591,1.23583
3484676,-9.69983,0.00718506,1.18553
3484689,-9.8076,0.193997,1.32205
3484702,-10.0447,0.244292,1.31487
3484717,-10.0663,0.409548,1.30768
3484734,-9.60642,0.481399,1.17116
3484747,-9.5202,0.61073,1.12805
3484765,-10.1884,0.826282,1.07776
3484813,0.229922,11.5033,-190.347
3484830,-9.9082,1.21427,0.66821
3484843,-9.8076,1.2502,0.59636
3484860,-10.1022,1.50886,0.452659
3484877,-10.6914,1.5879,0.380808
3484891,-10.8997,1.62382,0.258662
3484904,-10.95,1.59508,0.208367
3484919,-10.8638,1.53042,-0.0718506
3484932,-10.4111,1.52323,-0.0574805
3484945,-10.4255,1.4442,-0.273032
3484958,-10.8351,1.3939,-0.445474
3484971,-10.95,1.34361,-0.409548
3484986,-10.8207,1.16398,-0.754431
3485001,-10.7201,1.14242,-0.63947
3485018,-10.016,0.876577,-0.725691
3485035,-10.1309,0.696951,-0.819097
3485052,-10.4327,0.574805,-0.898132
3485065,-10.4758,0.452659,-1.00591
3485082,-10.6267,0.251477,-1.02746
3485099,-9.95849,0.122146,-0.998723
3485114,-9.49865,-0.0574805,-0.876577
3485127,-10.0232,-0.215552,-0.905317
3485140,-10.095,-0.323328,-0.941243
3485183,0.229922,11.5033,-190.347
3485196,-9.19687,-1.12087,-0.63947
3485209,-8.90947,-1.24302,-0.467029
3485224,-9.39806,-1.46575,-0.409548
3485241,-9.62798,-1.65975,-0.273032
3485258,-9.98005,-1.8753,-0.150886
3485277,-10.0303,-2.04774,0.0934058
3485292,-9.56331,-2.019,0.244292
3485311,-10.1022,-2.13396,0.438289
3485328,-10.8854,-2.25611,0.531694
3485342,-10.9069,-2.25611,0.977168
3485355,-11.259,-2.213,0.991538
3485368,-11.18,-2.14115,1.14242
3485381,-10.2603,-1.89686,1.15679
3485394,-9.80042,-1.86812,1.18553
3485407,-10.2531,-1.76034,1.22864
3485420,-10.7776,-1.78908,1.49449
3485433,-10.9141,-1.71723,1.67412
3485448,-11.0578,-1.52323,1.63819
3485465,-11.18,-1.36516,1.81063
3485482,-10.5189,-1.11368,1.70286
3485501,-10.7201,-0.905317,2.01182
3485515,-11.1368,-0.725691,1.93278
3485562,0.229922,11.5033,-190.347
3485580,-10.3609,0.0143701,1.76034
3485593,-10.4471,0.273032,1.72441
3485606,-10.7201,0.409548,1.825
3485621,-10.7632,0.63947,1.59508
3485634,-11.0506,0.912502,1.47294
3485647,-10.8997,0.962798,1.32924
3485660,-10.3393,1.07057,1.14961
3485673,-10.2387,1.17116,1.28613
3485686,-10.2531,1.29331,1.14242
3485701,-10.1669,1.33642,1.0562
3485719,-10.0806,1.60945,0.912502
3485736,-9.77168,1.70286,0.546064
3485753,-9.1825,1.66693,0.330513
3485766,-8.87355,1.63819,0.172441
3485787,-9.14658,1.71723,0.00718506
3485804,-9.50583,1.76034,-0.280217
3485819,-9.65672,1.86812,-0.474214
3485832,-9.67109,1.96152,-0.826282
3485845,-9.54176,1.91841,-0.898132
3485858,-9.36213,1.84656,-0.969983
3485871,-9.34058,1.64538,-1.07776
3485884,-9.62798,1.57353,-1.27176
3485928,0.229922,11.5033,-190.347
3485945,-9.64235,1.18553,-1.60945
3485962,-9.27591,1.04902,-1.57353
3485980,-9.64953,0.912502,-1.63101
3485993,-9.85072,0.704136,-1.68849
3486010,-10.1597,0.61073,-1.74597
3486027,-10.3393,0.502954,-1.73878
3486040,-10.0735,0.330513,-1.78908
3486053,-9.81479,0.215552,-1.63819
3486066,-10.1956,0.0934058,-1.55916
3486079,-10.6195,-0.0862207,-1.64538
3486092,-10.871,-0.229922,-1.5376
3486105,-10.9069,-0.409548,-1.4442
3486119,-11.1297,-0.546064,-1.35079
3486132,-10.7345,-0.617915,-1.28613
3486145,-10.1381,-0.704136,-1.07057
3486162,-10.6411,-0.883762,-1.0562
3486179,-10.8494,-0.898132,-0.876577
3486196,-10.8997,-0.883762,-0.632285
3486211,-11.0578,-0.948428,-0.287402
3486229,-9.87946,-0.847837,-0.0574805
3486246,-9.62798,-0.675395,0.143701
3486260,-9.90101,-0.675395,0.308958
3486303,0.229922,11.5033,-190.347
3486322,-8.55022,-0.165256,0.962798
3486335,-8.26282,-0.0574805,1.04902
3486348,-8.35622,0.0502954,1.14242
3486361,-8.55022,0.222737,1.34361
