tick,accX,accY,accZ
3347737,-9.51302,0.208367,0.165256
3347754,-9.36213,0.337698,-0.0574805
3347771,-9.3765,0.431104,-0.402363
3347788,-9.65672,0.402363,-0.474214
3347802,-9.83635,0.387993,-0.725691
3347824,-9.93694,0.387993,-0.890947
3347841,-9.69983,0.344883,-0.984353
3347884,0.229922,11.5033,-190.347
3347897,-10.1597,0.0862207,-1.65256
3347910,-9.97286,0.0215552,-1.56634
3347923,-9.74294,-0.0790356,-1.71723
3347938,-9.82916,-0.273032,-1.78189
3347951,-10.0735,-0.380808,-1.8753
3347964,-10.3106,-0.55325,-2.02619
3347977,-10.4902,-0.704136,-2.16989
3347990,-10.3752,-0.926873,-2.20581
3348007,-10.0591,-1.12087,-2.15552
3348025,-10.0447,-1.27176,-2.3064
3348044,-10.2674,-1.57353,-2.41418
3348057,-10.3465,-1.825,-2.33514
3348074,-10.4183,-2.01182,-2.33514
3348091,-10.2243,-2.16989,-2.27766
3348106,-10.3321,-2.39262,-2.10522
3348119,-10.5764,-2.52196,-2.20581
3348132,-10.4255,-2.52914,-2.00463
3348145,-10.3896,-2.68721,-1.75315
3348158,-10.3896,-2.68721,-1.77471
3348171,-10.095,-2.72314,-1.57353
3348184,-9.87227,-2.6944,-1.46575
3348197,-10.1166,-2.80217,-1.43701
3348212,-10.21,-2.81654,-1.40827
3348259,-9.92257,-2.71595,-0.919688
3348277,-10.0519,-2.80936,-0.775986
3348294,-10.2962,-2.80936,-0.725691
3348309,-10.3465,-2.73751,-0.768801
3348326,-10.3321,-2.65129,-0.646655
3348343,-9.9082,-2.52196,-0.502954
3348360,-9.86509,-2.32077,-0.287402
3348373,-10.3968,-2.3567,-0.143701
3348386,-10.6554,-2.31359,-0.0502954
3348399,-10.6554,-2.20581,-0.0718506
3348412,-10.6986,-2.05493,0.165256
3348427,-10.1884,-1.90404,0.0502954
3348441,-9.84353,-1.85375,0.294587
3348454,-10.3034,-1.67412,0.416733
3348467,-10.5908,-1.48731,0.423918
3348485,-10.6411,-1.35079,0.718506
3348502,-10.5692,-1.09931,0.675395
3348519,-9.68546,-0.797541,0.747246
3348532,-9.74294,-0.61073,0.869392
3348549,-10.2387,-0.308958,1.02746
3348567,-10.2603,-0.0646655,0.998723
3348581,-10.5549,0.0574805,0.898132
3348625,0.229922,11.5033,-190.347
3348638,-10.3465,0.474214,0.359253
3348651,-10.1884,0.696951,0.387993
3348664,-10.5549,0.754431,0.323328
3348677,-10.7488,0.811912,0.0934058
3348690,-10.1525,0.747246,-0.107776
3348703,-9.87227,0.826282,-0.229922
3348718,-10.4255,0.898132,-0.366438
3348735,-10.5764,0.898132,-0.538879
3348752,-10.8494,0.869392,-0.797541
3348769,-10.7488,0.819097,-0.876577
3348782,-9.7142,0.63947,-0.912502
3348799,-9.85072,0.689766,-0.941243
3348817,-10.5189,0.855022,-0.890947
3348830,-10.756,0.783171,-0.869392
3348843,-11.1728,0.804727,-0.998723
3348860,-10.8566,0.696951,-0.890947
3348873,-9.95849,0.538879,-1.03465
3348886,-9.87227,0.488584,-0.934058
3348901,-10.7057,0.452659,-0.998723
3348914,-10.3968,0.373623,-1.02746
3348927,-10.4758,0.330513,-0.919688
3348940,-10.6051,0.229922,-0.898132
3348958,-9.05317,-0.0143701,-0.725691
3349005,0.229922,11.5033,-190.347
3349023,-10.5549,-0.510139,-0.63947
3349036,-10.3249,-0.603545,-0.474214
3349053,-9.13221,-0.531694,-0.416733
3349070,-9.33339,-0.675395,-0.323328
3349086,-9.92257,-0.862207,-0.337698
3349099,-10.1166,-0.840652,-0.265847
3349112,-10.5333,-0.869392,-0.0646655
3349129,-10.3034,-0.704136,-0.0287402
3349142,-9.60642,-0.689766,0.0215552
3349155,-9.88664,-0.6251,-0.0502954
3349168,-10.2531,-0.704136,0.100591
3349181,-10.3034,-0.675395,0.208367
3349196,-10.7991,-0.682581,0.100591
3349213,-10.9644,-0.55325,0.287402
3349233,-9.94412,-0.467029,0.438289
3349250,-10.2818,-0.423918,0.718506
3349264,-10.7273,-0.531694,0.696951
3349281,-11.0003,-0.395178,0.912502
3349298,-11.3021,-0.258662,1.14242
3349311,-10.6195,-0.186812,0.962798
3349326,-10.3177,-0.0574805,1.15679
3349369,0.229922,11.5033,-190.347
3349382,-10.7704,0.431104,1.29331
3349399,-9.90101,0.488584,1.29331
3349412,-9.79323,0.574805,1.3005
3349430,-10.483,0.761616,1.49449
3349447,-10.598,0.926873,1.41546
3349464,-10.9357,1.0562,1.49449
3349477,-10.4183,1.07057,1.18553
3349494,-9.31902,1.08494,1.09213
3349511,-9.87227,1.14242,1.09931
3349526,-10.0806,1.18553,1.11368
3349539,-10.0591,1.37235,1.09931
3349552,-10.6554,1.4442,1.08494
3349566,-10.3393,1.56634,0.804727
3349579,-9.44117,1.37235,0.768801
3349596,-9.90101,1.48012,0.65384
3349609,-10.4471,1.55916,0.732876
3349624,-10.2459,1.53042,0.531694
3349637,-10.5764,1.61664,0.488584
3349662,-9.87946,1.47294,0.00718506
3349681,-9.23999,1.42983,0.0502954
3349698,-10.0088,1.49449,-0.100591
3349742,0.229922,11.5033,-190.347
3349759,-10.2315,1.40827,-0.517324
3349776,-9.96568,1.28613,-0.58199
3349789,-10.095,1.17835,-0.811912
3349802,-10.2387,1.21427,-0.725691
3349817,-10.4614,0.998723,-0.754431
3349834,-10.5764,0.847837,-0.711321
3349847,-10.0735,0.783171,-0.876577
3349860,-9.64235,0.689766,-0.883762
3349873,-9.92257,0.725691,-0.811912
3349886,-10.3465,0.55325,-0.941243
3349899,-10.4255,0.58199,-0.934058
3349921,-10.871,0.373623,-0.883762
3349938,-9.77886,0.215552,-0.941243
3349955,-9.87946,0.201182,-0.912502
3349968,-10.1956,0.158071,-0.926873
3349985,-10.3537,-0.0143701,-0.941243
3350002,-10.8063,-0.150886,-0.725691
3350015,-10.3393,-0.222737,-0.574805
3350030,-9.54176,-0.294587,-0.488584
3350043,-9.63516,-0.308958,-0.373623
3350056,-9.95849,-0.402363,-0.287402
3350069,-10.2243,-0.323328,-0.222737
3350113,0.229922,11.5033,-190.347
3350128,-10.0088,-0.452659,0.352068
3350147,-10.3321,-0.380808,0.474214
3350164,-10.4974,-0.438289,0.481399
3350181,-10.6698,-0.423918,0.646655
3350194,-10.095,-0.287402,0.754431
3350212,-9.34776,-0.208367,0.66821
3350231,-10.21,-0.100591,0.833467
3350244,-10.1812,-0.0646655,0.725691
3350257,-10.2028,0.0718506,0.732876
3350270,-10.4758,0.0934058,0.869392
3350283,-9.93694,0.150886,0.6251
3350296,-9.10347,0.265847,0.56762
3350309,-9.00288,0.402363,0.689766
3350322,-9.36213,0.531694,0.804727
3350337,-9.15376,0.768801,0.725691
3350350,-9.59924,0.775986,0.58199
3350368,-9.54894,0.912502,0.373623
3350385,-8.82325,1.03465,0.229922
3350402,-8.88792,1.11368,0.107776
3350415,-9.03162,1.22146,0.00718506
3350436,-9.16813,1.23583,-0.165256
3350453,-9.04599,1.28613,-0.431104
3350497,0.229922,11.5033,-190.347
3350510,-9.00288,1.46575,-0.740061
3350523,-9.14658,1.35798,-1.0562
3350538,-9.41961,1.46575,-1.18553
3350552,-9.51302,1.40827,-1.29331
3350565,-9.16095,1.27894,-1.42264
3350579,-8.71548,1.30768,-1.37953
3350592,-8.68674,1.19272,-1.51605
3350605,-8.7514,1.17116,-1.66693
3350623,-9.2328,1.14242,-1.88249
3350641,-9.55613,1.12805,-2.05493
3350660,-9.24717,1.04902,-2.08367
3350673,-9.15376,0.955613,-2.20581
3350690,-9.13221,0.833467,-2.33514
3350707,-9.39806,0.775986,-2.52914
3350720,-9.67827,0.711321,-2.65847
3350735,-9.67827,0.58199,-2.77343
3350748,-9.50583,0.474214,-2.83091
3350761,-9.34776,0.359253,-2.80217
3350774,-9.38369,0.308958,-2.78062
3350789,-9.61361,0.158071,-2.97461
3350802,-9.62798,0.172441,-2.75188
3350815,-9.72857,-0.0502954,-2.86684
3350830,-9.74294,-0.265847,-2.86684
3350877,0.229922,11.5033,-190.347
3350894,-9.13221,-0.797541,-2.37107
3350911,-9.52739,-0.869392,-2.49322
3350924,-9.44835,-0.869392,-2.29203
3350942,-8.98132,-0.919688,-2.09085
3350959,-8.5574,-0.998723,-2.07648
3350976,-8.78014,-1.07057,-1.88249
3350989,-9.1825,-1.15679,-1.91841
3351002,-9.31902,-1.02028,-1.86093
3351015,-9.5202,-1.07776,-1.65975
3351029,-9.45554,-0.905317,-1.58071
3351043,-8.88073,-0.819097,-1.28613
3351056,-8.84481,-0.876577,-1.27894
3351069,-9.36213,-0.876577,-1.19272
3351082,-9.69264,-0.926873,-1.25739
3351100,-9.87227,-0.797541,-1.1065
3351117,-9.79323,-0.646655,-1.00591
3351135,-8.93821,-0.675395,-0.732876
3351148,-8.72266,-0.495769,-0.59636
3351168,-9.49146,-0.452659,-0.603545
3351185,-9.5705,-0.337698,-0.467029
3351199,-9.92975,-0.0934058,-0.538879
3351245,0.229922,11.5033,-190.347
3351259,-9.53457,0.495769,-0.675395
3351272,-9.55613,0.61073,-0.682581
3351285,-9.95849,0.661025,-0.524509
3351298,-9.77168,0.696951,-0.574805
3351311,-8.76577,0.718506,-0.661025
3351324,-8.49274,0.761616,-0.689766
3351339,-8.90229,0.934058,-0.890947
3351357,-9.36932,0.962798,-0.962798
3351374,-9.78605,1.01309,-1.21427
3351391,-9.89383,1.17116,-1.30768
3351404,-9.10347,1.02746,-1.37953
3351422,-8.83762,0.862207,-1.29331
3351441,-9.63516,0.977168,-1.5879
3351455,-9.82197,0.984353,-1.86812
3351468,-9.93694,1.12087,-1.9256
3351486,-9.72138,1.17835,-2.01182
3351499,-8.91666,1.06339,-2.05493
3351512,-8.88073,0.926873,-2.16989
3351525,-9.49146,0.890947,-2.09085
3351538,-9.87946,0.876577,-2.31359
3351551,-10.0232,0.811912,-2.36388
3351566,-10.5261,0.862207,-2.52196
3351613,0.229922,11.5033,-190.347
3351630,-9.94412,0.366438,-2.60099
3351648,-10.5836,0.179626,-2.53633
3351661,-10.8351,0.129331,-2.77343
3351679,-9.74294,-0.100591,-2.49322
3351696,-9.5202,-0.301772,-2.32077
3351713,-9.75012,-0.517324,-2.19863
3351727,-9.67109,-0.6251,-1.89686
3351742,-10.289,-0.912502,-2.02619
3351755,-10.4471,-0.883762,-1.94715
3351768,-9.82916,-1.01309,-1.74597
3351781,-9.55613,-1.20709,-1.81063
3351794,-9.73575,-1.30768,-1.41546
3351807,-9.60642,-1.40827,-1.31487
3351820,-9.62079,-1.47294,-1.18553
3351839,-9.99442,-1.62382,-1.17116
3351856,-9.5202,-1.65256,-1.19272
3351873,-9.32621,-1.76034,-0.890947
3351886,-9.6639,-1.8753,-0.675395
3351906,-10.0016,-1.88967,-0.531694
3351923,-10.1525,-1.94715,-0.251477
3351937,-10.095,-1.77471,-0.143701
3351980,0.229922,11.5033,-190.347
3351994,-10.0016,-1.5879,0.61073
3352007,-10.3896,-1.55197,0.898132
3352025,-10.4902,-1.55197,0.890947
3352038,-9.89383,-1.32924,0.883762
3352052,-9.72138,-1.25739,1.04183
3352065,-10.2531,-1.14242,1.02028
3352083,-10.5189,-0.998723,1.0562
3352096,-10.9213,-1.02746,0.840652
3352113,-10.8135,-0.725691,1.07776
3352130,-10.1453,-0.59636,1.11368
3352147,-10.7129,-0.510139,1.18553
3352164,-10.7129,-0.438289,1.1065
3352181,-11.1656,-0.373623,1.12087
3352194,-11.1368,-0.193997,1.09213
3352207,-10.289,-0.0646655,1.1065
3352222,-10.1956,0,0.862207
3352236,-10.3106,0.107776,1.0562
3352251,-10.4399,0.107776,0.819097
3352264,-10.6986,0.208367,0.797541
3352277,-11.1512,0.158071,0.998723
3352290,-10.8782,0.150886,0.718506
3352303,-10.3824,0.215552,0.689766
3352351,0.229922,11.5033,-190.347
3352368,-11.1297,0.323328,0.754431
3352385,-10.0591,0.143701,0.495769
3352398,-10.095,0.129331,0.402363
3352416,-10.3393,0.100591,0.416733
3352433,-10.677,0.0934058,0.438289
3352446,-11.0291,0.237107,0.495769
3352459,-10.9357,0.265847,0.704136
3352472,-10.4111,0.294587,0.59636
3352485,-10.4471,0.265847,0.632285
3352498,-10.7704,0.280217,0.819097
3352511,-10.8351,0.237107,0.696951
3352529,-10.9141,0.323328,0.725691
3352542,-10.8135,0.308958,0.840652
3352555,-10.1022,0.273032,0.732876
3352573,-10.2172,0.186812,0.919688
3352592,-10.6842,0.165256,0.747246
3352611,-10.7345,0.158071,0.725691
3352626,-10.6698,0.150886,0.61073
3352644,-9.5202,0.244292,0.59636
3352661,-9.93694,0.0215552,0.402363
3352675,-10.3106,0.0574805,0.467029
3352718,0.229922,11.5033,-190.347
3352731,-9.92257,-0.158071,0.546064
3352746,-10.3824,-0.0718506,0.481399
3352761,-10.986,-0.316143,0.869392
3352775,-11.0722,-0.510139,0.998723
3352788,-11.3524,-0.646655,1.30768
3352801,-10.986,-0.711321,1.42264
3352814,-10.3249,-0.524509,1.15679
3352832,-10.8997,-0.790356,1.76034
3352857,-11.3524,-0.926873,2.07648
3352874,-11.7548,-0.955613,2.14115
3352887,-11.0434,-0.969983,2.03337
3352904,-11.065,-0.998723,2.14833
3352921,-11.4027,-0.941243,2.16989
3352935,-11.3165,-1.12087,2.32796
3352948,-11.841,-1.27176,2.47166
3352963,-11.5033,-1.19272,2.19863
3352976,-10.6554,-1.09213,2.22018
3352989,-10.6483,-0.962798,1.90404
3353002,-10.9644,-0.919688,2.16989
3353015,-10.8997,-1.03465,2.09085
3353028,-11.3237,-1.06339,2.37825
3353045,-11.6039,-0.847837,2.27766
3353093,0.229922,11.5033,-190.347
3353110,-10.3752,-0.323328,1.94715
3353127,-10.562,-0.0934058,1.78908
3353140,-10.368,0.107776,1.96152
3353158,-10.3896,0.208367,1.75315
3353175,-10.7776,0.287402,1.77471
3353188,-10.7776,0.380808,1.825
3353201,-10.6339,0.373623,1.67412
3353214,-10.6051,0.646655,1.83938
3353227,-10.3968,0.59636,1.35798
3353240,-10.1597,0.646655,1.53042
3353255,-10.368,0.617915,1.41546
3353270,-10.3824,0.661025,1.29331
3353283,-10.3609,0.632285,1.09931
3353296,-10.5477,0.783171,1.02746
3353313,-10.3106,0.747246,0.962798
3353330,-10.1597,0.797541,0.646655
3353347,-10.6339,0.876577,0.517324
3353362,-10.8207,0.840652,0.531694
3353379,-11.0291,0.919688,0.416733
3353396,-10.5836,0.984353,-0.0215552
3353409,-10.1812,0.941243,-0.344883
3353422,-10.4543,1.13524,-0.546064
3353465,0.229922,11.5033,-190.347
3353478,-10.7704,0.905317,-0.847837
3353491,-10.0806,0.847837,-1.01309
3353504,-10.0663,0.725691,-1.1065
3353517,-10.5405,0.740061,-1.21427
3353534,-10.5549,0.56762,-1.27894
3353551,-10.7273,0.517324,-1.03465
3353569,-10.2243,0.344883,-0.919688
3353585,-9.65672,0.208367,-1.12087
3353602,-10.0232,0.150886,-1.02746
3353619,-10.2674,0.0215552,-0.819097
3353632,-10.7704,0.0215552,-0.840652
3353645,-11.0434,-0.0790356,-0.704136
3353659,-10.5189,-0.129331,-0.761616
3353672,-10.4758,-0.201182,-0.725691
3353685,-10.6411,-0.416733,-0.998723
3353698,-10.4543,-0.344883,-0.869392
3353711,-10.6051,-0.61073,-0.747246
3353724,-10.9716,-0.63947,-0.833467
3353737,-10.8351,-0.761616,-0.826282
3353757,-10.4111,-0.926873,-0.740061
3353776,-11.2805,-1.04902,-0.718506
3353793,-11.3811,-1.14961,-0.632285
3353836,0.229922,11.5033,-190.347
3353855,-10.6051,-1.28613,-0.431104
3353872,-10.7848,-1.33642,-0.524509
3353885,-10.9644,-1.36516,-0.280217
3353898,-11.3739,-1.26457,-0.150886
3353911,-11.0147,-1.08494,-0.143701
3353926,-10.1166,-0.718506,-0.0718506
3353939,-10.4111,-0.63947,-0.136516
3353952,-10.6051,-0.308958,-0.0215552
3353965,-10.7273,-0.316143,-0.0934058
3353978,-11.2302,0.0646655,-0.0431104
3353993,-11.4889,0.294587,-0.122146
3354010,-10.5117,0.517324,-0.352068
3354027,-10.4974,0.732876,-0.488584
3354044,-10.8063,0.969983,-0.725691
3354059,-10.95,1.12805,-1.04902
3354076,-11.4314,1.31487,-1.07057
3354097,-10.1525,1.30768,-1.18553
3354110,-10.4614,1.3939,-1.4442
3354123,-10.7848,1.60227,-1.26457
3354136,-10.7632,1.5376,-1.50168
3354149,-11.1368,1.57353,-1.51605
3354164,-11.2231,1.37953,-1.60945
3354207,0.229922,11.5033,-190.347
3354221,-10.2746,1.20709,-1.70286
3354238,-10.9213,1.12087,-1.76752
3354255,-10.6123,0.826282,-1.88249
3354273,-10.3249,0.58199,-1.83938
3354287,-10.4183,0.517324,-1.76752
3354304,-10.2746,0.409548,-1.8753
3354321,-10.8782,0.459844,-1.90404
3354334,-11.0434,0.423918,-2.06211
3354347,-10.7848,0.330513,-2.213
3354360,-10.7632,0.237107,-2.17707
3354375,-10.792,0.0359253,-2.33514
3354388,-10.7488,0.136516,-2.36388
3354401,-10.9716,-0.165256,-2.32077
3354414,-11.259,-0.344883,-2.39262
3354427,-11.0578,-0.58199,-2.20581
3354440,-10.8854,-0.732876,-2.19144
3354457,-11.3452,-1.06339,-2.04056
3354474,-11.6039,-1.28613,-1.85375
3354491,-11.7548,-1.58071,-1.80345
3354504,-11.7907,-1.96152,-1.50886
3354521,-11.3739,-1.85375,-1.41546
3354539,-11.3811,-1.825,-1.40827
3354582,0.229922,11.5033,-190.347
3354597,-11.0865,-1.86812,-0.409548
3354610,-10.7704,-1.96871,-0.366438
3354627,-10.7776,-1.91123,-0.143701
3354640,-10.8997,-1.71723,-0.201182
3354653,-11.0434,-2.019,-0.158071
3354668,-11.2374,-1.85375,0.107776
3354681,-10.7417,-1.94715,-0.186812
3354700,-10.2962,-2.01182,0.0215552
3354714,-10.5261,-1.8753,-0.00718506
3354731,-10.598,-2.13396,-0.107776
3354748,-10.8494,-2.22737,0.143701
3354763,-10.6123,-2.09085,0.193997
3354780,-10.289,-2.14833,0.237107
3354797,-10.174,-2.16989,0.387993
3354810,-10.3249,-2.1627,0.265847
3354825,-10.7848,-2.20581,0.510139
3354838,-11.0794,-2.10522,0.402363
3354853,-10.9644,-1.96152,0.330513
3354868,-10.8854,-1.77471,0.237107
3354881,-10.6698,-1.65975,0.129331
3354894,-10.7057,-1.37953,0.143701
3354907,-10.7201,-1.17835,-0.158071
3354950,0.229922,11.5033,-190.347
3354967,-11.0291,-0.61073,-0.308958
3354984,-11.2518,-0.560435,-0.560435
3355001,-11.532,-0.409548,-0.66821
3355016,-11.4458,-0.280217,-0.546064
3355033,-10.7345,-0.330513,-0.761616
3355050,-10.4902,-0.265847,-0.847837
3355065,-10.562,-0.244292,-0.991538
3355078,-10.5549,-0.287402,-1.0562
3355091,-10.9572,-0.438289,-1.14242
3355104,-11.1297,-0.574805,-1.17116
3355117,-10.6914,-0.63947,-1.0562
3355137,-10.5836,-0.862207,-1.22864
3355150,-10.6698,-1.04183,-1.38672
3355164,-10.7488,-1.13524,-1.18553
3355181,-11.0147,-1.27176,-1.33642
3355194,-11.0075,-1.37953,-1.5376
3355211,-10.4686,-1.36516,-1.43701
3355228,-10.562,-1.45857,-1.43701
3355242,-10.6842,-1.47294,-1.50886
3355261,-11.0578,-1.59508,-1.62382
3355278,-11.1153,-1.71004,-1.62382
3355321,-10.6842,-1.71004,-1.50168
3355334,-10.9716,-1.64538,-1.5879
3355347,-11.1512,-1.70286,-1.37235
3355364,-11.4099,-1.78189,-1.4442
3355377,-10.9069,-1.7316,-1.22146
3355390,-10.6195,-1.94715,-1.18553
3355405,-10.6411,-1.93997,-0.955613
3355418,-10.9069,-2.08367,-0.804727
3355431,-10.9572,-1.93278,-0.675395
3355448,-11.1871,-1.9256,-0.0862207
3355465,-10.4614,-1.78189,0.107776
3355482,-9.94412,-1.61664,0.344883
3355497,-10.4183,-1.65975,0.732876
3355514,-10.6339,-1.51605,1.02028
3355531,-10.8063,-1.32924,1.14961
3355545,-10.6554,-1.21427,1.17835
3355558,-10.0088,-1.1065,1.14961
3355571,-9.98723,-1.11368,1.01309
3355584,-10.2746,-0.898132,1.08494
3355598,-10.6986,-0.55325,1.13524
3355611,-10.8135,-0.423918,1.09213
3355624,-10.9285,-0.150886,1.02028
3355641,-10.9644,-0.0862207,0.926873
3355654,-10.598,0.0862207,0.783171
3355702,0.229922,11.5033,-190.347
3355719,-11.5248,0.546064,0.359253
3355736,-10.9788,0.6251,0.294587
3355749,-10.8925,0.617915,0.287402
3355768,-11.1225,0.747246,0.136516
3355785,-11.0434,0.775986,0.208367
3355798,-11.3021,0.783171,0.186812
3355811,-11.3021,0.855022,0.273032
3355824,-11.2734,0.998723,0.344883
3355837,-11.5105,0.977168,-0.0790356
3355850,-11.3524,0.991538,0.143701
3355865,-11.1081,0.998723,0
3355880,-11.1297,1.07057,0.0431104
3355893,-11.2805,1.12805,0.0359253
3355906,-11.144,1.12087,-0.0143701
3355923,-11.0865,1.13524,-0.00718506
3355940,-10.6267,1.12805,-0.258662
3355957,-10.2674,1.15679,-0.330513
3355970,-10.3106,1.12087,-0.0718506
3355987,-10.2172,1.0562,-0.122146
3356004,-10.1166,0.941243,-0.0934058
3356019,-9.8579,0.747246,-0.301772
3356032,-9.72138,0.862207,-0.373623
3356076,0.229922,11.5033,-190.347
3356091,-10.2962,0.481399,-0.0718506
3356104,-9.8579,0.402363,-0.00718506
3356117,-9.69983,0.344883,0.0862207
3356130,-10.1956,0.301772,0.323328
3356147,-10.4974,0.208367,0.352068
3356164,-10.7345,0.251477,0.646655
3356184,-10.3609,0.215552,0.467029
3356197,-9.53457,0.251477,0.323328
3356214,-9.96568,0.179626,0.59636
3356231,-10.3465,0.208367,0.797541
3356244,-10.5333,0.143701,0.682581
3356257,-10.8854,0.179626,0.711321
3356272,-10.6123,0.143701,0.826282
3356285,-9.98723,0.129331,0.63947
3356298,-10.0088,0.114961,0.926873
3356311,-10.368,0.208367,0.955613
3356324,-10.6123,0.158071,0.926873
3356337,-11.0794,0.208367,1.14242
3356350,-11.4817,0.165256,1.36516
3356371,-10.7991,0.165256,0.919688
3356388,-10.598,0.208367,0.919688
3356405,-10.792,0.294587,1.00591
3356448,0.229922,11.5033,-190.347
3356465,-10.2531,0.366438,0.819097
3356484,-10.3609,0.445474,0.811912
3356497,-10.5836,0.467029,0.862207
3356510,-10.9572,0.467029,0.725691
3356523,-11.1943,0.55325,0.740061
3356536,-10.792,0.560435,0.754431
3356549,-10.4183,0.661025,0.517324
3356562,-10.483,0.531694,0.438289
3356575,-10.5046,0.603545,0.395178
3356588,-10.6123,0.538879,0.179626
3356601,-10.8997,0.704136,0.0718506
3356620,-10.7632,0.59636,-0.0502954
3356637,-10.3393,0.395178,-0.229922
3356654,-9.97286,0.287402,-0.481399
3356667,-9.83635,0.208367,-0.488584
3356689,-10.1094,-0.0574805,-0.725691
3356706,-10.174,-0.222737,-0.862207
3356720,-9.82197,-0.222737,-0.991538
3356735,-9.75731,-0.323328,-1.1065
3356748,-9.48428,-0.474214,-1.17116
3356763,-9.64235,-0.531694,-1.26457
3356778,-9.87946,-0.718506,-1.3939
3356821,0.229922,11.5033,-190.347
3356838,-9.72857,-0.696951,-1.55916
3356855,-9.68546,-0.66821,-1.63101
3356872,-9.94412,-0.754431,-1.66693
3356887,-10.0088,-0.790356,-1.61664
3356904,-9.82916,-0.905317,-1.76034
3356921,-9.73575,-1.09213,-1.81782
3356934,-9.83635,-1.13524,-1.55197
3356947,-10.2243,-1.29331,-1.78189
3356960,-10.4111,-1.30768,-1.78908
3356973,-10.4902,-1.35798,-1.81782
3356986,-10.1956,-1.32924,-1.6813
3356999,-10.1022,-1.40827,-1.84656
3357012,-10.174,-1.50168,-1.68849
3357026,-10.3752,-1.55916,-1.70286
3357041,-10.5405,-1.71004,-1.7316
3357058,-10.7704,-1.7316,-1.59508
3357075,-10.1166,-1.5879,-1.48012
3357093,-10.1022,-1.46575,-1.36516
3357106,-10.4686,-1.48012,-1.3939
3357124,-10.4974,-1.38672,-1.22864
3357141,-10.9285,-1.22864,-1.20709
3357155,-10.4399,-1.09931,-1.04183
3357199,0.229922,11.5033,-190.347
3357212,-10.792,-0.481399,-0.869392
3357230,-10.7632,-0.273032,-0.819097
3357243,-10.2531,-0.0574805,-0.804727
3357256,-10.095,-0.122146,-0.56762
3357269,-10.5764,0.0287402,-0.768801
3357284,-10.7776,0.0574805,-0.574805
3357302,-11.0434,0.273032,-0.495769
3357319,-10.8925,0.280217,-0.603545
3357336,-10.2387,0.229922,-0.488584
3357349,-10.4614,0.287402,-0.517324
3357368,-11.0147,0.323328,-0.395178
3357387,-11.2877,0.287402,-0.632285
3357401,-11.1368,0.416733,-0.58199
3357414,-10.5333,0.395178,-0.696951
3357429,-10.1669,0.359253,-0.754431
3357443,-10.3537,0.387993,-0.869392
3357456,-10.5261,0.330513,-1.01309
3357471,-10.7632,0.273032,-0.948428
3357485,-10.5908,0.222737,-1.18553
3357498,-10.0016,0.172441,-1.21427
3357511,-9.90101,0.0502954,-1.3939
3357529,-10.2603,-0.0862207,-1.52323
3357576,0.229922,11.5033,-190.347
3357593,-9.87946,-0.589175,-1.71004
3357606,-10.0735,-0.804727,-1.72441
3357625,-10.2603,-0.969983,-1.81063
3357642,-10.5836,-1.13524,-1.95434
3357657,-10.5046,-1.26457,-1.93997
3357670,-10.2387,-1.42983,-1.825
3357684,-10.2315,-1.5376,-1.57353
3357697,-10.3752,-1.67412,-1.32924
3357710,-10.2674,-1.75315,-1.42264
3357723,-10.4183,-1.81063,-1.28613
3357741,-10.4471,-1.91841,-1.17835
3357754,-10.2674,-1.94715,-1.32205
3357767,-10.0591,-1.95434,-1.18553
3357786,-9.6639,-1.93278,-0.876577
3357803,-9.67827,-1.8753,-0.919688
3357820,-9.82916,-1.96152,-0.941243
3357833,-9.99442,-1.93997,-1.02028
3357851,-10.1166,-2.02619,-0.941243
3357868,-10.0375,-2.05493,-0.991538
3357883,-9.9082,-1.90404,-0.811912
3357896,-9.97286,-1.91841,-0.883762
3357939,0.229922,11.5033,-190.347
3357952,-9.91538,-1.71004,-0.560435
3357967,-9.68546,-1.6813,-0.481399
3357981,-9.73575,-1.66693,-0.416733
3357998,-9.91538,-1.51605,-0.323328
3358015,-10.0088,-1.35079,-0.222737
3358032,-9.86509,-1.07057,0
3358049,-9.5705,-0.898132,0.129331
3358062,-9.43398,-0.732876,0.136516
3358080,-9.49865,-0.402363,0.344883
3358098,-9.69264,-0.122146,0.409548
3358111,-9.92257,0.0502954,0.308958
3358124,-9.83635,0.229922,0.301772
3358137,-9.61361,0.380808,0.488584
3358150,-9.67109,0.58199,0.366438
3358165,-9.50583,0.747246,0.359253
3358179,-9.85072,0.847837,0.280217
3358194,-10.0735,1.04183,0.201182
3358207,-10.2172,1.14242,0.114961
3358220,-10.2243,1.22864,0.0934058
3358238,-10.0375,1.3005,0.129331
3358259,-10.0735,1.43701,0.00718506
3358276,-10.3249,1.66693,0
3358320,0.229922,11.5033,-190.347
3358338,-10.1525,1.98308,-0.215552
3358355,-9.95849,2.09085,-0.143701
3358368,-10.0375,2.14833,-0.136516
3358383,-10.4399,2.19863,-0.344883
3358396,-10.3106,2.27048,-0.273032
3358409,-10.174,2.3064,-0.287402
3358422,-9.95131,2.19144,-0.373623
3358435,-9.6639,2.19863,-0.495769
3358448,-9.41243,2.18426,-0.488584
3358461,-9.64235,2.1627,-0.474214
3358476,-9.72138,2.23455,-0.459844
3358494,-9.54894,2.15552,-0.459844
3358511,-9.38369,1.96871,-0.467029
3358528,-8.99569,1.74597,-0.495769
3358541,-9.01006,1.65975,-0.510139
3358559,-9.4268,1.56634,-0.524509
